Year,Month,Day,Consumption,Companies,Installations,
2017,01,21,803.77232,9,59,
2017,01,22,804.89881,9,59,
2017,01,23,1706.71494,9,59,
2017,01,24,1757.36318,9,59,
2017,01,25,1672.62624,9,59,
2017,01,26,1630.90118,9,59,
2017,01,27,1468.78334,9,59,
2017,01,28,810.97933,9,59,
2017,01,29,796.50996,9,59,
2017,01,30,1727.14489,9,59,
2017,01,31,1691.64686,9,59,
2017,02,01,1746.88375,9,59,
2017,02,02,1684.67978,9,59,
2017,02,03,1495.43084,9,59,
2017,02,04,969.18540,9,59,
2017,02,05,797.02253,9,59,
2017,02,06,1746.55032,9,59,
2017,02,07,1793.59851,9,59,
2017,02,08,1750.95748,9,59,
2017,02,09,1751.63314,9,59,
2017,02,10,1529.76131,9,59,
2017,02,11,962.39973,9,59,
2017,02,12,828.36140,9,59,
2017,02,13,1742.75353,9,59,
2017,02,14,1783.35725,9,59,
2017,02,15,1744.02707,9,59,
2017,02,16,1728.49918,9,59,
2017,02,17,1486.54706,9,59,
2017,02,18,811.84129,9,59,
2017,02,19,803.23982,9,59,
2017,02,20,1718.85297,9,59,
