Year,Month,Day,Consumption
2016,03,05,5.62910
2016,03,06,4.74490
2016,03,07,5.94919
2016,03,08,6.25375
2016,03,09,6.26787
2016,03,10,6.30988
2016,03,11,5.75099
2016,03,12,5.23750
2016,03,13,4.49767
2016,03,14,5.68989
2016,03,15,6.04213
2016,03,16,5.96733
2016,03,17,6.12285
2016,03,18,5.66422
2016,03,19,4.65140
2016,03,20,4.22149
2016,03,21,5.55997
2016,03,22,5.95771
2016,03,23,5.71317
2016,03,24,5.37803
2016,03,25,4.97402
2016,03,26,4.68205
2016,03,27,4.21338
2016,03,28,4.05412
2016,03,29,5.59724
2016,03,30,5.75586
2016,03,31,5.88269
2016,04,01,5.43228
2016,04,02,5.15280
2016,04,03,4.17616
2016,04,04,5.55233
2016,04,05,5.68112
2016,04,06,5.26965
2016,04,07,5.50186
2016,04,08,5.37377
2016,04,09,4.87204
2016,04,10,4.09483
2016,04,11,5.31877
2016,04,12,5.67829
2016,04,13,5.62572
2016,04,14,5.67183
2016,04,15,5.30092
2016,04,16,4.50891
2016,04,17,4.29950
2016,04,18,5.36859
2016,04,19,5.68024
2016,04,20,5.52621
2016,04,21,5.47879
2016,04,22,5.13813
2016,04,23,4.62134
2016,04,24,3.89643
2016,04,25,5.45229
2016,04,26,5.54075
2016,04,27,5.21208
2016,04,28,5.34734
2016,04,29,5.08347
2016,04,30,4.05816
2016,05,01,3.69301
2016,05,02,5.02588
2016,05,03,5.65010
2016,05,04,5.28890
2016,05,05,3.85657
2016,05,06,4.50322
2016,05,07,3.57239
2016,05,08,3.20919
2016,05,09,4.92898
2016,05,10,5.19186
2016,05,11,5.38975
2016,05,12,5.57821
2016,05,13,4.39782
2016,05,14,3.70323
2016,05,15,3.43328
2016,05,16,4.64000
2016,05,17,4.99144
2016,05,18,4.88432
2016,05,19,4.80751
2016,05,20,4.45917
2016,05,21,3.30466
2016,05,22,3.20098
2016,05,23,4.30586
2016,05,24,4.67451
2016,05,25,4.88816
2016,05,26,4.88299
2016,05,27,4.55159
2016,05,28,3.11548
2016,05,29,2.94338
2016,05,30,4.64950
2016,05,31,4.75913
2016,06,01,4.53455
2016,06,02,4.47288
2016,06,03,4.13678
2016,06,04,2.53697
2016,06,05,2.64689
2016,06,06,3.06398
2016,06,07,4.23756
2016,06,08,4.52470
2016,06,09,4.53668
2016,06,10,3.79431
2016,06,11,2.58925
2016,06,12,2.54213
2016,06,13,4.16306
2016,06,14,4.35189
2016,06,15,4.13755
2016,06,16,4.27824
2016,06,17,3.89801
2016,06,18,2.86172
2016,06,19,2.60961
2016,06,20,4.13500
2016,06,21,4.25531
2016,06,22,4.36941
2016,06,23,4.02309
2016,06,24,2.71635
2016,06,25,2.82993
2016,06,26,2.70964
2016,06,27,3.90655
2016,06,28,4.12080
2016,06,29,4.22642
2016,06,30,4.38600
2016,07,01,4.04170
2016,07,02,2.80998
2016,07,03,2.56485
2016,07,04,3.87702
2016,07,05,3.79627
2016,07,06,3.92294
2016,07,07,3.68438
2016,07,08,3.68903
2016,07,09,2.67667
2016,07,10,2.56267
2016,07,11,3.43826
2016,07,12,3.49004
2016,07,13,3.61081
2016,07,14,3.69543
2016,07,15,3.42210
2016,07,16,2.88003
2016,07,17,2.39646
2016,07,18,3.54544
2016,07,19,3.54083
2016,07,20,3.53110
2016,07,21,3.59393
2016,07,22,3.34695
2016,07,23,2.47596
2016,07,24,2.45254
2016,07,25,3.58492
2016,07,26,3.53619
2016,07,27,3.45712
2016,07,28,3.42171
2016,07,29,3.30288
2016,07,30,2.49619
2016,07,31,2.34689
2016,08,01,3.39768
2016,08,02,3.48787
2016,08,03,3.41170
2016,08,04,3.47222
2016,08,05,3.28930
2016,08,06,2.50301
2016,08,07,2.45753
2016,08,08,3.82796
2016,08,09,3.99270
2016,08,10,3.78964
2016,08,11,3.62194
2016,08,12,3.67351
2016,08,13,2.71495
2016,08,14,2.56621
2016,08,15,3.89733
2016,08,16,4.11843
2016,08,17,4.22741
2016,08,18,4.19163
2016,08,19,3.69430
2016,08,20,2.64240
2016,08,21,2.33688
2016,08,22,4.06917
2016,08,23,4.16766
2016,08,24,4.25470
2016,08,25,4.27514
2016,08,26,4.04879
2016,08,27,2.89619
2016,08,28,2.24394
2016,08,29,4.00342
2016,08,30,4.46848
2016,08,31,4.44398
2016,09,01,4.36594
2016,09,02,3.98394
2016,09,03,3.06881
2016,09,04,2.63568
2016,09,05,4.15149
2016,09,06,4.43669
2016,09,07,4.46758
2016,09,08,4.45339
2016,09,09,3.98217
2016,09,10,2.78839
2016,09,11,2.52857
2016,09,12,4.10293
2016,09,13,4.42481
2016,09,14,4.46810
2016,09,15,4.52730
2016,09,16,3.84596
2016,09,17,2.54642
2016,09,18,2.75374
2016,09,19,4.18608
2016,09,20,4.49453
2016,09,21,4.51588
2016,09,22,4.50833
2016,09,23,3.96731
2016,09,24,2.64522
2016,09,25,2.48140
2016,09,26,4.16919
2016,09,27,4.52392
2016,09,28,4.41227
2016,09,29,4.32574
2016,09,30,3.99682
2016,10,01,2.51536
2016,10,02,2.56056
2016,10,03,4.01899
2016,10,04,4.24623
2016,10,05,4.36200
2016,10,06,4.41993
2016,10,07,4.27275
2016,10,08,3.62434
2016,10,09,3.09275
2016,10,10,4.48640
2016,10,11,4.70997
2016,10,12,4.64198
2016,10,13,4.65082
2016,10,14,4.33722
2016,10,15,3.36497
2016,10,16,3.25065
2016,10,17,4.34577
2016,10,18,4.44743
2016,10,19,4.50508
2016,10,20,4.55574
2016,10,21,4.01601
2016,10,22,3.76727
2016,10,23,3.09950
2016,10,24,4.39666
2016,10,25,5.01505
2016,10,26,4.95443
2016,10,27,4.98969
2016,10,28,4.34350
2016,10,29,3.57219
2016,10,30,3.06635
2016,10,31,4.62828
2016,11,01,4.83127
2016,11,02,5.13007
2016,11,03,4.84072
2016,11,04,4.75491
2016,11,05,3.72348
2016,11,06,3.64675
2016,11,07,4.71346
2016,11,08,5.32616
2016,11,09,5.09226
2016,11,10,5.15505
2016,11,11,5.32783
2016,11,12,4.35628
2016,11,13,3.91039
2016,11,14,5.10391
2016,11,15,5.68057
2016,11,16,5.17486
2016,11,17,5.23282
2016,11,18,5.04159
2016,11,19,4.85443
2016,11,20,3.91856
2016,11,21,4.78214
2016,11,22,5.51734
2016,11,23,5.21117
2016,11,24,5.24704
2016,11,25,5.25044
2016,11,26,4.42790
2016,11,27,3.88284
2016,11,28,5.05131
2016,11,29,5.32987
2016,11,30,5.50885
2016,12,01,5.22389
2016,12,02,5.29569
2016,12,03,4.33268
2016,12,04,3.86239
2016,12,05,5.01852
2016,12,06,5.57280
2016,12,07,5.30352
2016,12,08,4.90690
2016,12,09,4.59929
2016,12,10,4.17809
2016,12,11,3.68728
2016,12,12,5.27350
2016,12,13,5.58731
2016,12,14,5.27195
2016,12,15,5.49960
2016,12,16,5.16109
2016,12,17,4.36030
2016,12,18,4.07000
2016,12,19,5.15389
2016,12,20,5.27423
2016,12,21,5.22171
2016,12,22,5.33062
2016,12,23,4.77770
2016,12,24,4.07441
2016,12,25,4.02154
2016,12,26,3.63837
2016,12,27,4.85584
2016,12,28,4.94278
2016,12,29,4.74955
2016,12,30,4.52886
2016,12,31,3.74805
2017,01,01,3.83352
2017,01,02,5.04039
2017,01,03,5.14232
2017,01,04,5.09336
2017,01,05,5.14942
2017,01,06,4.49340
2017,01,07,4.68795
2017,01,08,4.19684
2017,01,09,4.92040
2017,01,10,5.05706
2017,01,11,5.26395
2017,01,12,5.23889
2017,01,13,5.33797
2017,01,14,4.61345
2017,01,15,3.78954
2017,01,16,5.14589
2017,01,17,5.69228
2017,01,18,5.38652
2017,01,19,5.51192
2017,01,20,4.90784
2017,01,21,4.47114
2017,01,22,4.14749
2017,01,23,5.17434
2017,01,24,5.30432
2017,01,25,5.28287
2017,01,26,5.19915
2017,01,27,4.86493
2017,01,28,4.43026
2017,01,29,3.97336
2017,01,30,4.82393
2017,01,31,5.11232
2017,02,01,5.29070
2017,02,02,4.84083
2017,02,03,4.85279
2017,02,04,4.11599
2017,02,05,3.53639
2017,02,06,5.16651
2017,02,07,5.97705
2017,02,08,5.40375
2017,02,09,5.55036
2017,02,10,5.14339
2017,02,11,4.90775
2017,02,12,4.11707
2017,02,13,5.22984
2017,02,14,5.55185
2017,02,15,5.35821
2017,02,16,5.29398
2017,02,17,4.95225
2017,02,18,4.11162
2017,02,19,3.65516
2017,02,20,4.84668
2017,02,21,5.12818
2017,02,22,5.50566
2017,02,23,5.44746
2017,02,24,5.16935
2017,02,25,3.98754
2017,02,26,3.70727
2017,02,27,4.82443
2017,02,28,5.07576
2017,03,01,5.21551
2017,03,02,4.95038
2017,03,03,4.51290
2017,03,04,4.34517
2017,03,05,3.74099
2017,03,06,5.04930
2017,03,07,5.58875
2017,03,08,5.37019
2017,03,09,5.31930
2017,03,10,4.92095
2017,03,11,4.33312
2017,03,12,3.82597
2017,03,13,4.91130
2017,03,14,5.33652
2017,03,15,5.17839
2017,03,16,5.16307
2017,03,17,4.91506
2017,03,18,4.14938
2017,03,19,3.69311
2017,03,20,4.86706
2017,03,21,5.28434
2017,03,22,5.09729
2017,03,23,5.12222
2017,03,24,4.81373
2017,03,25,3.72189
2017,03,26,3.52766
2017,03,27,4.14794
2017,03,28,4.68973
2017,03,29,4.83555
2017,03,30,4.81325
2017,03,31,4.11202
2017,04,01,3.62888
2017,04,02,3.08560
2017,04,03,4.52454
2017,04,04,5.29831
2017,04,05,5.54314
2017,04,06,5.55610
2017,04,07,5.17852
2017,04,08,4.62524
2017,04,09,3.62848
2017,04,10,5.10776
2017,04,11,5.32114
2017,04,12,5.15987
2017,04,13,5.02917
2017,04,14,4.21290
2017,04,15,4.91893
2017,04,16,4.30735
2017,04,17,4.31977
2017,04,18,5.32737
2017,04,19,5.63657
2017,04,20,5.43395
2017,04,21,5.30431
2017,04,22,4.45953
2017,04,23,3.78019
2017,04,24,5.23047
2017,04,25,5.38868
2017,04,26,5.42404
2017,04,27,5.69192
2017,04,28,4.88512
2017,04,29,4.56278
2017,04,30,3.36730
2017,05,01,3.36850
2017,05,02,4.85495
2017,05,03,5.19331
2017,05,04,5.44766
2017,05,05,4.65795
2017,05,06,3.85148
2017,05,07,3.46474
2017,05,08,5.10567
2017,05,09,5.32111
2017,05,10,4.93324
2017,05,11,5.33086
2017,05,12,4.57498
2017,05,13,3.60150
2017,05,14,3.53719
2017,05,15,4.56515
2017,05,16,4.89393
2017,05,17,4.67712
2017,05,18,4.33452
2017,05,19,4.05185
2017,05,20,2.90968
2017,05,21,3.09613
2017,05,22,4.34448
2017,05,23,4.37996
2017,05,24,4.26727
2017,05,25,2.58067
2017,05,26,3.34231
2017,05,27,2.55253
2017,05,28,2.24471
2017,05,29,3.51515
2017,05,30,3.99669
2017,05,31,4.48322
2017,06,01,4.74952
2017,06,02,4.37109
2017,06,03,3.46075
2017,06,04,2.56337
2017,06,05,3.44201
2017,06,06,2.34353
2017,06,07,3.55238
2017,06,08,3.74534
2017,06,09,3.13673
2017,06,10,2.06673
2017,06,11,1.91928
2017,06,12,3.69616
2017,06,13,3.87105
2017,06,14,3.66319
2017,06,15,3.57298
2017,06,16,3.50774
2017,06,17,2.16767
2017,06,18,1.99416
2017,06,19,3.53783
2017,06,20,3.90686
2017,06,21,3.85565
2017,06,22,3.21940
2017,06,23,2.04566
2017,06,24,1.74303
2017,06,25,1.94797
2017,06,26,3.34726
2017,06,27,3.75833
2017,06,28,3.85646
2017,06,29,3.69127
2017,06,30,3.06736
2017,07,01,1.94659
2017,07,02,1.93245
2017,07,03,3.30711
2017,07,04,3.44723
2017,07,05,3.56400
2017,07,06,3.51067
2017,07,07,3.43739
2017,07,08,2.07324
2017,07,09,1.98978
2017,07,10,3.05138
2017,07,11,3.33262
2017,07,12,3.37698
2017,07,13,3.26139
2017,07,14,3.11475
2017,07,15,2.22047
2017,07,16,2.20495
2017,07,17,2.92893
2017,07,18,2.89470
2017,07,19,2.97975
2017,07,20,2.78618
2017,07,21,2.78179
2017,07,22,2.55859
2017,07,23,2.23069
2017,07,24,2.96327
2017,07,25,2.86769
2017,07,26,3.04208
2017,07,27,2.85174
2017,07,28,2.76765
2017,07,29,2.04543
2017,07,30,2.07822
2017,07,31,2.89838
2017,08,01,3.06357
2017,08,02,3.02397
2017,08,03,2.84447
2017,08,04,2.93336
2017,08,05,2.17066
2017,08,06,2.05192
2017,08,07,3.25675
2017,08,08,3.12116
2017,08,09,3.09129
2017,08,10,3.16639
2017,08,11,2.88542
2017,08,12,1.90208
2017,08,13,2.04582
2017,08,14,3.51231
2017,08,15,3.52366
2017,08,16,3.60873
2017,08,17,3.70745
2017,08,18,3.13835
2017,08,19,1.93197
2017,08,20,1.93612
2017,08,21,3.44196
2017,08,22,3.69529
2017,08,23,3.71696
2017,08,24,3.70497
2017,08,25,3.22376
2017,08,26,2.25646
2017,08,27,2.15599
2017,08,28,3.57099
2017,08,29,3.86658
2017,08,30,3.84751
2017,08,31,3.67306
2017,09,01,3.31610
2017,09,02,2.01780
2017,09,03,1.74319
2017,09,04,3.43385
2017,09,05,3.67943
2017,09,06,3.66195
2017,09,07,3.66601
2017,09,08,3.34697
2017,09,09,2.47382
2017,09,10,1.95269
2017,09,11,3.49981
2017,09,12,3.79897
2017,09,13,3.74069
2017,09,14,3.73721
2017,09,15,3.24106
2017,09,16,1.98032
2017,09,17,1.88795
2017,09,18,3.62057
2017,09,19,3.88675
2017,09,20,3.86648
2017,09,21,3.71611
2017,09,22,3.37827
2017,09,23,2.13127
2017,09,24,1.92879
2017,09,25,3.60474
2017,09,26,3.69536
2017,09,27,3.68831
2017,09,28,3.68583
2017,09,29,3.25750
2017,09,30,2.15570
2017,10,01,1.97310
2017,10,02,3.66747
2017,10,03,3.98259
2017,10,04,3.91255
2017,10,05,3.94635
2017,10,06,3.51049
2017,10,07,2.45309
2017,10,08,2.51324
2017,10,09,3.87560
2017,10,10,4.16650
2017,10,11,4.44126
2017,10,12,4.27072
2017,10,13,3.87249
2017,10,14,2.38304
2017,10,15,2.39139
2017,10,16,3.72055
2017,10,17,4.10022
2017,10,18,3.97853
2017,10,19,3.93893
2017,10,20,3.62421
2017,10,21,2.51514
2017,10,22,2.71003
2017,10,23,3.85932
2017,10,24,4.19366
2017,10,25,4.16594
2017,10,26,4.09504
2017,10,27,3.73814
2017,10,28,2.66410
2017,10,29,2.54011
2017,10,30,4.00625
2017,10,31,4.77334
2017,11,01,4.58332
2017,11,02,4.71366
2017,11,03,4.50136
2017,11,04,3.70727
2017,11,05,2.79417
2017,11,06,4.02972
2017,11,07,4.69685
2017,11,08,4.72905
2017,11,09,4.62989
2017,11,10,4.43915
2017,11,11,2.90885
2017,11,12,2.88258
2017,11,13,4.50242
2017,11,14,5.08378
2017,11,15,5.02736
2017,11,16,4.99117
2017,11,17,4.25481
2017,11,18,3.79362
2017,11,19,3.28009
2017,11,20,4.33347
2017,11,21,5.25812
2017,11,22,5.34747
2017,11,23,5.01046
2017,11,24,4.31511
2017,11,25,3.93419
2017,11,26,3.60435
2017,11,27,4.79671
2017,11,28,5.08070
2017,11,29,4.99260
2017,11,30,5.44586
2017,12,01,4.89584
2017,12,02,4.20460
2017,12,03,3.99785
2017,12,04,4.94301
2017,12,05,5.18659
2017,12,06,5.26451
2017,12,07,5.17851
2017,12,08,4.63454
2017,12,09,3.38730
2017,12,10,2.91529
2017,12,11,4.19619
2017,12,12,4.58238
2017,12,13,4.64129
2017,12,14,5.17975
2017,12,15,4.93019
2017,12,16,4.03725
2017,12,17,3.83106
2017,12,18,4.74133
2017,12,19,4.95325
2017,12,20,4.84028
2017,12,21,4.76511
2017,12,22,4.59741
2017,12,23,3.70278
2017,12,24,3.19414
2017,12,25,3.86743
2017,12,26,3.49918
2017,12,27,4.53085
2017,12,28,4.20053
2017,12,29,4.12824
2017,12,30,4.05447
2017,12,31,3.56313
2018,01,01,3.76101
2018,01,02,4.31006
2018,01,03,4.39514
2018,01,04,4.54688
2018,01,05,4.47777
2018,01,06,4.06653
2018,01,07,3.55974
2018,01,08,4.73670
2018,01,09,5.26207
2018,01,10,4.98290
2018,01,11,5.01795
2018,01,12,4.55419
2018,01,13,4.22707
2018,01,14,3.59175
2018,01,15,4.94703
2018,01,16,5.18307
2018,01,17,5.28136
2018,01,18,5.30607
2018,01,19,5.46368
2018,01,20,4.63917
2018,01,21,4.24878
2018,01,22,5.30869
2018,01,23,5.98524
2018,01,24,5.56092
2018,01,25,5.19784
2018,01,26,4.93920
2018,01,27,4.42296
2018,01,28,3.73716
2018,01,29,5.07354
2018,01,30,5.40433
2018,01,31,5.31381
2018,02,01,4.94966
2018,02,02,4.81797
2018,02,03,4.52617
2018,02,04,3.86200
2018,02,05,5.18549
2018,02,06,5.64178
2018,02,07,5.83228
2018,02,08,5.65447
2018,02,09,4.99699
2018,02,10,4.65517
2018,02,11,4.02382
2018,02,12,5.07393
2018,02,13,5.40576
2018,02,14,5.52193
2018,02,15,5.33463
2018,02,16,5.07192
2018,02,17,4.48444
2018,02,18,3.83938
2018,02,19,4.99713
2018,02,20,5.56439
2018,02,21,5.45105
2018,02,22,5.14633
2018,02,23,4.64323
2018,02,24,4.28030
2018,02,25,4.22666
2018,02,26,5.20381
2018,02,27,5.62927
2018,02,28,5.62256
2018,03,01,5.61675
2018,03,02,5.16344
2018,03,03,5.12543
2018,03,04,3.83273
2018,03,05,4.72868
2018,03,06,5.45996
2018,03,07,5.26069
2018,03,08,5.34117
2018,03,09,5.09172
2018,03,10,4.86408
2018,03,11,4.24927
2018,03,12,4.77642
2018,03,13,5.12613
2018,03,14,5.47881
2018,03,15,5.44080
2018,03,16,4.87065
2018,03,17,4.42987
2018,03,18,3.72444
2018,03,19,4.57945
2018,03,20,5.18640
2018,03,21,5.02403
2018,03,22,5.38417
2018,03,23,4.57397
2018,03,24,3.98723
2018,03,25,3.09258
2018,03,26,4.54796
2018,03,27,4.84548
2018,03,28,4.71666
2018,03,29,4.59420
2018,03,30,3.47792
2018,03,31,3.69000
2018,04,01,3.10294
2018,04,02,3.62398
2018,04,03,4.46107
2018,04,04,4.70089
2018,04,05,4.69527
2018,04,06,4.37404
2018,04,07,3.91304
2018,04,08,3.35324
2018,04,09,4.29782
2018,04,10,4.66729
2018,04,11,4.76187
2018,04,12,4.42964
2018,04,13,3.97350
2018,04,14,3.55345
2018,04,15,3.43692
2018,04,16,4.64854
2018,04,17,4.49822
2018,04,18,4.51302
2018,04,19,4.24768
2018,04,20,3.84443
2018,04,21,2.67961
2018,04,22,2.48555
2018,04,23,3.86288
2018,04,24,4.14817
2018,04,25,4.10739
2018,04,26,4.30309
2018,04,27,4.01615
2018,04,28,2.79091
2018,04,29,3.10661
2018,04,30,3.59025
2018,05,01,3.49861
2018,05,02,4.03167
2018,05,03,4.36964
2018,05,04,3.79120
2018,05,05,2.78871
2018,05,06,2.29709
2018,05,07,3.59223
2018,05,08,3.86799
2018,05,09,3.93486
2018,05,10,2.59306
2018,05,11,3.11280
2018,05,12,2.18959
2018,05,13,2.21404
2018,05,14,3.72341
2018,05,15,4.01080
2018,05,16,4.00322
2018,05,17,3.66449
2018,05,18,3.50331
2018,05,19,2.33698
2018,05,20,1.78350
2018,05,21,3.44513
2018,05,22,3.73276
2018,05,23,3.68638
2018,05,24,3.61364
2018,05,25,3.43854
2018,05,26,1.93649
2018,05,27,1.92834
2018,05,28,3.31481
2018,05,29,3.64482
2018,05,30,3.57521
2018,05,31,3.57413
2018,06,01,3.25557
2018,06,02,2.11293
2018,06,03,1.86786
2018,06,04,3.36214
2018,06,05,3.36220
2018,06,06,1.97040
2018,06,07,3.27675
2018,06,08,3.20880
2018,06,09,2.11782
2018,06,10,1.83554
2018,06,11,3.40532
2018,06,12,3.66018
2018,06,13,3.61648
2018,06,14,3.47952
2018,06,15,3.32370
2018,06,16,1.89754
2018,06,17,1.75836
2018,06,18,3.31388
2018,06,19,3.58925
2018,06,20,3.42164
2018,06,21,3.05058
2018,06,22,1.94095
2018,06,23,1.69617
2018,06,24,1.82716
2018,06,25,3.22959
2018,06,26,3.59247
2018,06,27,3.69302
2018,06,28,3.65310
2018,06,29,3.18062
2018,06,30,1.98127
2018,07,01,1.78121
2018,07,02,3.21773
2018,07,03,3.24263
2018,07,04,3.17575
2018,07,05,3.33950
2018,07,06,2.90299
2018,07,07,1.87415
2018,07,08,1.93245
2018,07,09,2.90551
2018,07,10,2.89703
2018,07,11,2.97404
2018,07,12,2.93307
2018,07,13,2.74745
2018,07,14,2.08192
2018,07,15,1.84901
2018,07,16,2.99143
2018,07,17,2.92747
2018,07,18,3.04070
2018,07,19,3.13100
2018,07,20,3.00136
2018,07,21,2.20573
2018,07,22,2.33438
2018,07,23,3.11089
2018,07,24,3.27030
2018,07,25,3.14555
2018,07,26,3.03370
2018,07,27,3.01649
2018,07,28,2.50269
2018,07,29,2.45249
2018,07,30,3.16608
2018,07,31,3.12021
2018,08,01,3.17048
2018,08,02,2.93548
2018,08,03,2.96517
2018,08,04,2.44331
2018,08,05,2.21550
2018,08,06,2.90251
2018,08,07,3.32037
2018,08,08,3.40611
2018,08,09,3.38499
2018,08,10,3.02999
2018,08,11,1.98965
2018,08,12,1.83309
2018,08,13,3.18623
2018,08,14,3.42752
2018,08,15,3.36319
2018,08,16,3.39198
2018,08,17,3.31522
2018,08,18,2.01190
2018,08,19,2.14649
2018,08,20,3.27723
2018,08,21,3.41713
2018,08,22,3.63452
2018,08,23,3.82243
2018,08,24,3.22752
2018,08,25,2.16336
2018,08,26,1.85972
2018,08,27,3.31381
2018,08,28,3.55221
2018,08,29,3.72659
2018,08,30,3.57293
2018,08,31,3.43554
2018,09,01,2.35457
2018,09,02,2.14514
2018,09,03,3.51406
2018,09,04,3.76161
2018,09,05,3.77608
2018,09,06,3.74884
2018,09,07,3.41366
2018,09,08,2.40520
2018,09,09,1.91964
2018,09,10,3.40109
2018,09,11,3.61030
2018,09,12,3.59274
2018,09,13,3.71981
2018,09,14,3.28313
2018,09,15,2.15357
2018,09,16,2.08562
2018,09,17,3.47942
2018,09,18,3.76763
2018,09,19,3.78473
2018,09,20,3.68681
2018,09,21,3.33189
2018,09,22,2.47420
2018,09,23,2.21042
2018,09,24,3.34057
2018,09,25,3.81722
2018,09,26,3.81859
2018,09,27,3.63422
2018,09,28,3.46612
2018,09,29,2.24343
2018,09,30,2.07592
2018,10,01,3.40712
2018,10,02,3.73261
2018,10,03,3.72722
2018,10,04,3.73877
2018,10,05,3.31721
2018,10,06,2.24031
2018,10,07,2.04280
2018,10,08,3.52266
2018,10,09,3.67118
2018,10,10,3.55692
2018,10,11,3.57126
2018,10,12,3.64236
2018,10,13,2.55759
2018,10,14,2.16255
2018,10,15,3.47435
2018,10,16,3.65525
2018,10,17,3.59007
2018,10,18,3.62246
2018,10,19,3.39566
2018,10,20,2.25333
2018,10,21,2.25797
2018,10,22,3.54461
2018,10,23,3.82925
2018,10,24,3.84006
2018,10,25,3.83283
2018,10,26,4.06151
2018,10,27,3.05266
2018,10,28,2.84180
2018,10,29,4.24056
2018,10,30,3.95247
2018,10,31,3.83109
2018,11,01,3.83136
2018,11,02,3.84986
2018,11,03,3.24133
2018,11,04,2.97005
2018,11,05,4.15812
2018,11,06,4.25818
2018,11,07,3.76930
2018,11,08,3.81035
2018,11,09,3.51990
2018,11,10,2.51977
2018,11,11,2.36569
2018,11,12,3.80016
2018,11,13,4.24078
2018,11,14,3.99475
2018,11,15,3.80277
2018,11,16,3.73972
2018,11,17,3.26737
2018,11,18,3.11616
2018,11,19,4.22296
2018,11,20,4.41524
2018,11,21,4.53903
2018,11,22,4.34184
2018,11,23,4.08443
2018,11,24,3.48056
2018,11,25,3.20860
2018,11,26,4.45830
2018,11,27,4.94557
2018,11,28,5.14470
2018,11,29,4.74458
2018,11,30,4.18929
2018,12,01,3.74968
2018,12,02,3.06995
2018,12,03,4.29710
2018,12,04,4.40266
2018,12,05,4.64829
2018,12,06,4.74793
2018,12,07,4.27383
2018,12,08,3.74206
2018,12,09,3.32995
2018,12,10,4.50504
2018,12,11,4.71942
2018,12,12,4.80859
2018,12,13,4.90123
2018,12,14,4.38612
2018,12,15,4.25761
2018,12,16,3.74663
2018,12,17,4.51913
2018,12,18,4.95294
2018,12,19,4.97540
2018,12,20,4.72926
2018,12,21,4.08902
2018,12,22,3.98449
2018,12,23,3.81171
2018,12,24,4.41829
2018,12,25,4.19233
2018,12,26,3.71585
2018,12,27,3.81990
2018,12,28,3.96351
2018,12,29,4.20277
2018,12,30,3.49003
2018,12,31,3.65158

