VALIDDATE,ISSUEDATE,EIAKT,EINORM,GDAKT,GDNORM,TTAKT,TTNORM
2015-10-24,2015-10-25,10.7,14.9,8.1,12.1,8.9,5
2015-10-25,2015-10-26,14,15,11.8,12.3,5.2,4.8
2015-10-26,2015-10-27,14.2,15.2,12.1,12.4,4.9,4.7
2015-10-27,2015-10-28,18.7,15.4,16.9,12.6,0.1,4.5
2015-10-28,2015-10-29,18.4,15.6,15.2,12.8,1.8,4.4
2015-10-29,2015-10-30,15.3,15.8,12.3,13,4.7,4.2
2015-10-30,2015-10-31,12.8,15.9,9.2,13.1,7.8,4.1
2015-10-31,2015-11-01,11.4,16.1,8.2,13.3,8.8,3.9
2015-11-01,2015-11-02,10.6,16.3,7.5,13.5,9.5,3.7
2015-11-02,2015-11-03,12,16.5,9.6,13.6,7.4,3.6
2015-11-03,2015-11-04,12.2,16.7,10.4,13.8,6.6,3.4
2015-11-04,2015-11-05,16.1,16.8,13.2,13.9,3.8,3.2
2015-11-05,2015-11-06,12.1,17,8.7,13.9,8.3,3.1
2015-11-06,2015-11-07,11.1,17.2,8.2,14.1,8.8,2.9
2015-11-07,2015-11-08,12.6,17.4,10.5,14.2,6.5,2.8
2015-11-08,2015-11-09,13.8,17.5,10.1,14.4,6.9,2.7
2015-11-09,2015-11-10,14,17.7,11.9,14.6,5.1,2.6
2015-11-10,2015-11-11,15.8,17.8,13.6,14.7,3.4,2.4
2015-11-11,2015-11-12,15.8,18,13.3,14.9,3.7,2.2
2015-11-12,2015-11-13,16.5,18.2,12.5,15,4.5,2.1
2015-11-13,2015-11-14,15.7,18.3,13.7,15.2,3.3,1.9
2015-11-14,2015-11-15,17.7,18.5,15.2,15.2,1.8,1.8
2015-11-15,2015-11-16,17.1,18.7,13.7,15.4,3.3,1.7
2015-11-16,2015-11-17,15.3,18.9,12,15.6,5,1.5
2015-11-17,2015-11-18,15.2,19,12.6,15.7,4.4,1.4
2015-11-18,2015-11-19,17.7,19.2,15.5,15.8,1.5,1.2
2015-11-19,2015-11-20,21,19.4,18.8,16,-1.8,1.1
2015-11-20,2015-11-21,23.5,19.5,21,16.1,-4,0.9
2015-11-21,2015-11-22,24.7,19.7,22.2,16.3,-5.2,0.8
2015-11-22,2015-11-23,26,19.9,23.3,16.4,-6.3,0.6
2015-11-23,2015-11-24,21.1,20,15.8,16.6,1.2,0.5
2015-11-24,2015-11-25,18.2,20.1,14.7,16.7,2.3,0.4
2015-11-25,2015-11-26,18.3,20.2,15.2,16.8,1.8,0.2
2015-11-26,2015-11-27,15.5,20.4,9.5,17,7.5,0.1
2015-11-27,2015-11-28,15,20.5,11.8,17.1,5.2,-0.1
2015-11-28,2015-11-29,18.1,20.6,14.4,17.2,2.6,-0.2
2015-11-29,2015-11-30,19.6,20.7,16.5,17.4,0.5,-0.3
2015-11-30,2015-12-01,20.7,20.9,17.1,17.5,-0.1,-0.5
2015-12-01,2015-12-02,20.7,21,17.2,17.6,-0.2,-0.6
2015-12-02,2015-12-03,16.8,21.1,13.2,17.7,3.8,-0.7
2015-12-03,2015-12-04,17,21.3,12.5,17.8,4.5,-0.8
2015-12-04,2015-12-05,15.4,21.4,9.3,18,7.7,-1
2015-12-05,2015-12-06,12.6,21.5,7.9,18.1,9.1,-1.1
2015-12-06,2015-12-07,15.5,21.5,12.4,18.2,4.6,-1.2
2015-12-07,2015-12-08,19,21.7,15.7,18.3,1.3,-1.3
2015-12-08,2015-12-09,14.8,21.8,10.3,18.4,6.7,-1.4
2015-12-09,2015-12-10,14.3,21.9,9.3,18.4,7.7,-1.5
2015-12-10,2015-12-11,16.2,22,13.5,18.5,3.5,-1.6
2015-12-11,2015-12-12,19.7,22.1,17.3,18.6,-0.3,-1.7
2015-12-12,2015-12-13,22.2,22.2,19.7,18.7,-2.7,-1.8
2015-12-13,2015-12-14,25.4,22.4,23.3,18.8,-6.3,-1.9
2015-12-14,2015-12-15,24.5,22.5,20.7,18.9,-3.7,-1.9
2015-12-15,2015-12-16,23.7,22.6,19.6,19,-2.6,-2
2015-12-16,2015-12-17,20.2,22.7,16,19.1,1,-2.1
2015-12-17,2015-12-18,15.4,22.6,10.2,19.2,6.8,-2.2
2015-12-18,2015-12-19,13.3,22.7,10,19.3,7,-2.3
2015-12-19,2015-12-20,10.6,22.8,5.7,19.3,11.3,-2.4
2015-12-20,2015-12-21,12.4,22.9,8.8,19.4,8.2,-2.5
2015-12-21,2015-12-22,14.9,23,11.8,19.5,5.2,-2.5
2015-12-22,2015-12-23,14.3,23.1,10.3,19.6,6.7,-2.6
2015-12-23,2015-12-24,15.2,23,11.5,19.6,5.5,-2.6
2015-12-24,2015-12-25,15.9,23.1,11,19.6,6,-2.7
2015-12-25,2015-12-26,19.5,23.2,17.6,19.7,-0.6,-2.7
2015-12-26,2015-12-27,24.4,23.2,21.7,19.7,-4.7,-2.8
2015-12-27,2015-12-28,25.2,23.3,23.9,19.8,-6.9,-2.7
2015-12-28,2015-12-29,28.8,23.4,25.4,19.8,-8.4,-2.8
2015-12-29,2015-12-30,22.7,23.4,17.3,19.8,-0.3,-2.7
2015-12-30,2015-12-31,21,23.5,17.3,19.7,-0.3,-2.8
2015-12-31,2016-01-01,19.8,23.3,16.2,19.5,0.8,-2.3
2016-01-01,2016-01-02,23,23.4,20.8,19.6,-3.8,-2.4
2016-01-02,2016-01-03,25.4,23.3,22.8,19.7,-5.8,-2.4
2016-01-03,2016-01-04,27.5,23.4,25,19.7,-8,-2.5
2016-01-04,2016-01-05,28.8,23.4,25.8,19.8,-8.8,-2.5
2016-01-05,2016-01-06,33,23.5,31.7,19.8,-14.7,-2.6
2016-01-06,2016-01-07,38,23.5,36.1,19.9,-19.1,-2.7
2016-01-07,2016-01-08,31.9,23.5,26,19.9,-9,-2.7
2016-01-08,2016-01-09,30.5,23.6,28.5,19.9,-11.5,-2.7
2016-01-09,2016-01-10,27.4,23.6,21.3,19.9,-4.3,-2.8
2016-01-10,2016-01-11,21.4,23.6,16.6,19.9,0.4,-2.8
2016-01-11,2016-01-12,22.8,23.7,20.7,19.9,-3.7,-2.9
2016-01-12,2016-01-13,28.6,23.7,24.3,20,-7.3,-2.9
2016-01-13,2016-01-14,35,23.7,32,20,-15,-2.9
2016-01-14,2016-01-15,37.4,23.7,34.9,20,-17.9,-3
2016-01-15,2016-01-16,36.1,23.7,32.9,20,-15.9,-3
2016-01-16,2016-01-17,32.3,23.7,27.8,20,-10.8,-3
2016-01-17,2016-01-18,29.4,23.7,26.4,20,-9.4,-3
2016-01-18,2016-01-19,29.7,23.7,26.8,20,-9.8,-3.1
2016-01-19,2016-01-20,30.5,23.7,27.8,20,-10.8,-3.2
2016-01-20,2016-01-21,28.9,23.7,25.9,20,-8.9,-3.2
2016-01-21,2016-01-22,30,23.7,27.2,20,-10.2,-3.3
2016-01-22,2016-01-23,25.3,23.7,20.4,20.1,-3.4,-3.3
2016-01-23,2016-01-24,21.7,23.7,18.1,20.2,-1.1,-3.3
2016-01-24,2016-01-25,20.9,23.7,17.6,20.3,-0.6,-3.3
2016-01-25,2016-01-26,17.7,23.6,13.6,20.3,3.4,-3.3
2016-01-26,2016-01-27,16.5,23.6,12.3,20.3,4.7,-3.4
2016-01-27,2016-01-28,17.4,23.6,14.2,20.3,2.8,-3.3
2016-01-28,2016-01-29,17.9,23.5,12.5,20.3,4.5,-3.3
2016-01-29,2016-01-30,17.2,23.5,13,20.2,4,-3.4
2016-01-30,2016-01-31,19,23.5,16.2,20.2,0.8,-3.5
2016-01-31,2016-02-01,21.9,23.5,19.1,20.2,-2.1,-3.6
2016-02-01,2016-02-02,18.4,23.5,13.3,20.1,3.7,-3.5
2016-02-02,2016-02-03,19.8,23.4,17.8,20.1,-0.8,-3.5
2016-02-03,2016-02-04,21.8,23.4,18.5,20.1,-1.5,-3.5
2016-02-04,2016-02-05,21.2,23.3,18.4,20,-1.4,-3.5
2016-02-05,2016-02-06,19.9,23.2,14.9,20,2.1,-3.6
2016-02-06,2016-02-07,15.9,23.3,12.1,19.9,4.9,-3.5
2016-02-07,2016-02-08,16.5,23.2,12.9,20,4.1,-3.5
2016-02-08,2016-02-09,16.9,23.1,13.4,19.9,3.6,-3.5
2016-02-09,2016-02-10,17.6,23.2,14.8,19.9,2.2,-3.5
2016-02-10,2016-02-11,19.2,23.1,16.7,19.8,0.3,-3.4
2016-02-11,2016-02-12,21.7,23,19,19.8,-2,-3.4
2016-02-12,2016-02-13,22.4,22.9,19.3,19.8,-2.3,-3.4
2016-02-13,2016-02-14,22.6,22.8,20.3,19.7,-3.3,-3.3
2016-02-14,2016-02-15,25.8,22.8,24.7,19.6,-7.7,-3.3
2016-02-15,2016-02-16,27.3,22.7,23.7,19.6,-6.7,-3.2
2016-02-16,2016-02-17,23.3,22.6,19.5,19.5,-2.5,-3.1
2016-02-17,2016-02-18,21.8,22.5,18.3,19.4,-1.3,-3.1
2016-02-18,2016-02-19,19.7,22.5,17.4,19.3,-0.4,-3
2016-02-19,2016-02-20,20.9,22.4,17.3,19.3,-0.3,-2.9
2016-02-20,2016-02-21,19.2,22.3,15.7,19.2,1.3,-2.8
2016-02-21,2016-02-22,18.8,22.2,16.6,19.3,0.4,-2.7
2016-02-22,2016-02-23,20,22.1,18,19.2,-1,-2.6
2016-02-23,2016-02-24,21.6,22,18.9,19.1,-1.9,-2.5
2016-02-24,2016-02-25,21.1,21.9,18.6,19,-1.6,-2.4
2016-02-25,2016-02-26,21.9,21.7,20.2,19,-3.2,-2.3
2016-02-26,2016-02-27,22.5,21.7,19.6,18.9,-2.6,-2.2
2016-02-27,2016-02-28,20.8,21.6,19.3,18.9,-2.3,-2.1
2016-02-28,2016-02-29,22.5,21.3,20.8,18.8,-3.8,-1.9
2016-02-29,2016-03-01,21.7,21.3,19.3,18.7,-2.3,-1.8
2016-03-01,2016-03-02,21.4,21.1,18.4,18.6,-1.4,-1.7
2016-03-02,2016-03-03,19.3,21,15.9,18.5,1.1,-1.6
2016-03-03,2016-03-04,18.6,20.8,15.7,18.4,1.3,-1.5
2016-03-04,2016-03-05,19,20.8,16.7,18.3,0.3,-1.3
2016-03-05,2016-03-06,19.4,20.6,16.8,18.1,0.2,-1.2
2016-03-06,2016-03-07,19.1,20.5,16,18,1,-1.1
2016-03-07,2016-03-08,17.8,20.4,15,17.9,2,-0.9
2016-03-08,2016-03-09,17.2,20.4,15.4,17.8,1.6,-0.8
2016-03-09,2016-03-10,18.5,20.2,16.6,17.6,0.4,-0.7
2016-03-10,2016-03-11,17.3,20.1,16,17.5,1,-0.6
2016-03-11,2016-03-12,17.9,19.9,16.9,17.4,0.1,-0.4
2016-03-12,2016-03-13,18.2,19.7,15.7,17.2,1.3,-0.3
2016-03-13,2016-03-14,15,19.6,11.9,17.1,5.1,-0.1
2016-03-14,2016-03-15,14.2,19.4,12.4,16.9,4.6,0
2016-03-15,2016-03-16,13.9,19.2,12.6,16.8,4.4,0.2
2016-03-16,2016-03-17,13,19.1,11.6,16.7,5.4,0.3
2016-03-17,2016-03-18,17.1,18.9,16.2,16.5,0.8,0.5
2016-03-18,2016-03-19,19.5,18.7,17.2,16.5,-0.2,0.6
2016-03-19,2016-03-20,18.7,18.5,16.4,16.3,0.6,0.8
2016-03-20,2016-03-21,17.8,18.4,15.7,16.2,1.3,0.9
2016-03-21,2016-03-22,18.9,18.2,16.6,16,0.4,1.1
2016-03-22,2016-03-23,18.2,18,15.8,15.9,1.2,1.2
2016-03-23,2016-03-24,17.1,17.8,15,15.7,2,1.4
2016-03-24,2016-03-25,15.7,17.6,13,15.6,4,1.5
2016-03-25,2016-03-26,12.7,17.4,10.7,15.4,6.3,1.7
2016-03-26,2016-03-27,12.6,17.2,10.8,15.2,6.2,1.9
2016-03-27,2016-03-28,11.7,17.1,10.4,15.1,6.6,2
2016-03-28,2016-03-29,12.3,16.9,11.3,14.9,5.7,2.2
2016-03-29,2016-03-30,14.4,16.7,12.7,14.8,4.3,2.4
2016-03-30,2016-03-31,14.9,16.5,13.3,14.6,3.7,2.4
2016-03-31,2016-04-01,14.8,16.3,13.2,14.4,3.8,2.5
2016-04-01,2016-04-02,15.5,16.1,13.1,14.3,3.9,2.7
2016-04-02,2016-04-03,12.4,15.9,9.9,14.1,7.1,2.8
2016-04-03,2016-04-04,12.9,15.7,11.3,13.9,5.7,3
2016-04-04,2016-04-05,12.2,15.5,9.8,13.8,7.2,3.2
2016-04-05,2016-04-06,12.9,15.2,10.9,13.6,6.1,3.4
2016-04-06,2016-04-07,14,15,11.3,13.4,5.7,3.5
2016-04-07,2016-04-08,13.8,14.8,11.6,13.3,5.4,3.7
2016-04-08,2016-04-09,13.8,14.6,12.5,13.1,4.5,3.9
2016-04-09,2016-04-10,13.8,14.3,12.3,12.9,4.7,4.1
2016-04-10,2016-04-11,11.7,14.1,10.9,12.8,6.1,4.2
2016-04-11,2016-04-12,11.2,13.9,10.3,12.5,6.7,4.4
2016-04-12,2016-04-13,12.7,13.7,11.8,12.3,5.2,4.6
2016-04-13,2016-04-14,14.6,13.5,13.5,12.1,3.5,4.8
2016-04-14,2016-04-15,12.7,13.3,10.2,12,6.8,5
2016-04-15,2016-04-16,12.1,13.1,10.5,11.8,6.5,5.1
2016-04-16,2016-04-17,12.3,12.8,10.6,11.5,6.4,5.3
2016-04-17,2016-04-18,11.7,12.6,9.5,11.4,7.5,5.5
2016-04-18,2016-04-19,12.8,12.4,11.3,11.1,5.7,5.8
2016-04-19,2016-04-20,12.3,12.1,11.7,10.9,5.3,6
2016-04-20,2016-04-21,13.2,11.9,11.7,10.7,5.3,6.1
2016-04-21,2016-04-22,13.6,11.6,12.6,10.6,4.4,6.4
2016-04-22,2016-04-23,15.5,11.4,14.6,10.3,2.4,6.6
2016-04-23,2016-04-24,16.7,11.2,15.3,10.1,1.7,6.8
2016-04-24,2016-04-25,16.3,11,15.3,9.9,1.7,7.1
2016-04-25,2016-04-26,15.1,10.8,13.5,9.7,3.5,7.3
2016-04-26,2016-04-27,15.1,10.5,13.7,9.5,3.3,7.5
2016-04-27,2016-04-28,14.4,10.3,12,9.2,5,7.8
2016-04-28,2016-04-29,12,10,10.1,9,6.9,8
2016-04-29,2016-04-30,10.4,9.8,9.3,8.8,7.7,8.3
2016-04-30,2016-05-01,9.7,9.6,8.2,8.6,8.8,8.4
2016-05-01,2016-05-02,7.6,9.4,7.1,8.5,9.9,8.6
2016-05-02,2016-05-03,5.8,9.1,4.8,8.3,12.2,8.8
2016-05-03,2016-05-04,4.1,8.9,3.8,8.1,13.2,9
2016-05-04,2016-05-05,3.2,8.7,3.9,7.8,13.1,9.2
2016-05-05,2016-05-06,3.5,8.4,3.9,7.7,13.1,9.4
2016-05-06,2016-05-07,2.5,8.2,2.1,7.5,14.9,9.6
2016-05-07,2016-05-08,0.7,8.1,0.6,7.4,16.4,9.8
2016-05-08,2016-05-09,0.1,7.9,0,7.2,16.9,9.9
2016-05-09,2016-05-10,2.1,7.7,2.2,7,14.8,10.1
2016-05-10,2016-05-11,6.1,7.5,7.3,6.8,9.7,10.3
2016-05-11,2016-05-12,7.3,7.3,6.8,6.6,10.2,10.5
2016-05-12,2016-05-13,9.8,7.1,10,6.4,7,10.6
2016-05-13,2016-05-14,12.7,7,10.7,6.3,6.3,10.8
2016-05-14,2016-05-15,11.8,6.8,9,6.1,8,11
2016-05-15,2016-05-16,12.2,6.6,9.9,6,7.1,11.1
2016-05-16,2016-05-17,9.6,6.4,7.5,5.8,9.5,11.3
2016-05-17,2016-05-18,6.7,6.2,5,5.7,12,11.4
2016-05-18,2016-05-19,4.9,6.1,3.4,5.5,13.6,11.5
2016-05-19,2016-05-20,3.4,5.9,2.4,5.4,14.6,11.7
2016-05-20,2016-05-21,5,5.7,4.4,5.2,12.6,11.8
2016-05-21,2016-05-22,3.7,5.7,1.7,5.1,15.3,11.9
2016-05-22,2016-05-23,0,5.5,0,4.9,18.5,12
2016-05-23,2016-05-24,1.2,5.3,3,4.8,14,12.2
2016-05-24,2016-05-25,8.1,5.2,7.5,4.6,9.5,12.3
2016-05-25,2016-05-26,10.6,5,8.6,4.6,8.4,12.5
2016-05-26,2016-05-27,9.4,4.9,7.1,4.5,9.9,12.6
2016-05-27,2016-05-28,6.4,4.8,4.2,4.3,12.8,12.7
2016-05-28,2016-05-29,5.1,4.8,3.9,4.2,13.1,12.8
2016-05-29,2016-05-30,2.4,4.7,1.8,4.2,15.2,12.9
2016-05-30,2016-05-31,0,4.6,0,4.1,18.3,12.9
2016-05-31,2016-06-01,0,4.5,0,4.1,19.6,13
2016-06-01,2016-06-02,0,4.4,0,4.1,19.6,13.2
2016-06-02,2016-06-03,0,4.2,0,4,19.2,13.3
2016-06-03,2016-06-04,1.7,4.2,4.9,3.8,12.1,13.3
2016-06-04,2016-06-05,5.7,4.1,6.9,3.8,10.1,13.5
2016-06-05,2016-06-06,5.1,3.9,4.4,3.7,12.6,13.6
2016-06-06,2016-06-07,0,3.8,0,3.6,19,13.7
2016-06-07,2016-06-08,2.5,3.7,4,3.5,13,13.8
2016-06-08,2016-06-09,6.2,3.6,6.1,3.4,10.9,14
2016-06-09,2016-06-10,8.1,3.5,8.3,3.2,8.7,14.1
2016-06-10,2016-06-11,8.6,3.4,7.3,3.1,9.7,14.2
2016-06-11,2016-06-12,6.5,3.3,5.1,3,11.9,14.3
2016-06-12,2016-06-13,2.9,3.2,1.7,2.9,15.3,14.4
2016-06-13,2016-06-14,0.1,3.1,1.1,2.8,15.9,14.5
2016-06-14,2016-06-15,0.5,3,0.6,2.7,16.4,14.6
2016-06-15,2016-06-16,3.8,2.9,4.1,2.6,12.9,14.7
2016-06-16,2016-06-17,4.6,2.9,2.7,2.6,14.3,14.8
2016-06-17,2016-06-18,5.3,2.8,3.9,2.5,13.1,14.9
2016-06-18,2016-06-19,2.8,2.7,1.3,2.4,15.7,15
2016-06-19,2016-06-20,1.3,2.6,1,2.3,16,15.2
2016-06-20,2016-06-21,1,2.5,0.4,2.2,16.6,15.3
2016-06-21,2016-06-22,0,2.3,0,2.1,19,15.4
2016-06-22,2016-06-23,0,2.2,0,2.1,19.5,15.5
2016-06-23,2016-06-24,0.2,2.2,0,2,17.3,15.6
2016-06-24,2016-06-25,0,2.1,0,1.9,21.2,15.8
2016-06-25,2016-06-26,0,2,0,1.8,18,15.9
2016-06-26,2016-06-27,0,2,0,1.8,17.7,16.1
2016-06-27,2016-06-28,0,1.9,0,1.7,17.1,16.2
2016-06-28,2016-06-29,0,1.8,0,1.7,17.4,16.3
2016-06-29,2016-06-30,0,1.8,0,1.6,18.1,16.4
2016-06-30,2016-07-01,0,1.6,0,1.5,18,16.6
2016-07-01,2016-07-02,0.2,1.6,0,1.4,17.5,16.8
2016-07-02,2016-07-03,2.1,1.5,1.6,1.3,15.4,16.8
2016-07-03,2016-07-04,2.5,1.5,2.4,1.3,14.6,17
2016-07-04,2016-07-05,1.8,1.4,1.5,1.3,15.5,17.1
2016-07-05,2016-07-06,0.2,1.3,0.8,1.2,16.2,17.2
2016-07-06,2016-07-07,0.4,1.3,1.1,1.2,15.9,17.2
2016-07-07,2016-07-08,0,1.2,0,1.1,17.2,17.3
2016-07-08,2016-07-09,0.1,1.2,0,1,17,17.4
2016-07-09,2016-07-10,0.8,1.1,0,0.9,17.4,17.4
2016-07-10,2016-07-11,0.3,1,0,0.9,17.7,17.5
2016-07-11,2016-07-12,0.9,1,0,0.8,17.1,17.6
2016-07-12,2016-07-13,1.1,1,0,0.8,17,17.6
2016-07-13,2016-07-14,0.5,0.9,0,0.8,17.3,17.6
2016-07-14,2016-07-15,1.4,0.9,1,0.8,16,17.6
2016-07-15,2016-07-16,1.5,0.9,0.3,0.7,16.7,17.6
2016-07-16,2016-07-17,0,0.9,0,0.7,17.6,17.6
2016-07-17,2016-07-18,0.1,0.9,0.5,0.7,16.5,17.6
2016-07-18,2016-07-19,0.3,0.9,0,0.7,17,17.6
2016-07-19,2016-07-20,0,0.9,0,0.7,18.3,17.6
2016-07-20,2016-07-21,0,0.9,0,0.7,17.7,17.6
2016-07-21,2016-07-22,0,1,0,0.6,18,17.6
2016-07-22,2016-07-23,0,1,0,0.6,19.6,17.6
2016-07-23,2016-07-24,0,0.9,0,0.6,21,17.6
2016-07-24,2016-07-25,0,0.9,0,0.6,22.6,17.6
2016-07-25,2016-07-26,0,1,0,0.7,19.2,17.6
2016-07-26,2016-07-27,0,0.9,0,0.7,18.9,17.6
2016-07-27,2016-07-28,0,0.9,0,0.7,18.9,17.5
2016-07-28,2016-07-29,0,1,0,0.6,19.1,17.5
2016-07-29,2016-07-30,0,1,0,0.7,18.2,17.5
2016-07-30,2016-07-31,0,1.1,0,0.7,17.6,17.4
2016-07-31,2016-08-01,0.3,1.1,0.1,0.7,16.9,17.4
2016-08-01,2016-08-02,1.4,1.2,0.9,0.8,16.1,17.4
2016-08-02,2016-08-03,1.1,1.2,0.1,0.8,16.9,17.2
2016-08-03,2016-08-04,1.5,1.3,0.5,0.9,16.5,17.2
2016-08-04,2016-08-05,0,1.4,0,0.9,18.4,17.1
2016-08-05,2016-08-06,0,1.4,0,1,18.2,17.1
2016-08-06,2016-08-07,0,1.5,0,1,18,17
2016-08-07,2016-08-08,0.1,1.6,0,1.1,17.8,16.9
2016-08-08,2016-08-09,3,1.7,2,1.1,15,16.9
2016-08-09,2016-08-10,4.7,1.7,3.8,1.2,13.2,16.8
2016-08-10,2016-08-11,6.1,1.8,5.3,1.3,11.7,16.7
2016-08-11,2016-08-12,4.8,1.9,3.3,1.3,13.7,16.6
2016-08-12,2016-08-13,1.2,2,0,1.4,17.7,16.5
2016-08-13,2016-08-14,2.8,2,2.9,1.5,14.1,16.4
2016-08-14,2016-08-15,5.2,2.1,3.4,1.6,13.6,16.3
2016-08-15,2016-08-16,3.3,2.2,1.8,1.7,15.2,16.3
2016-08-16,2016-08-17,4.5,2.3,3.3,1.8,13.7,16.2
2016-08-17,2016-08-18,4.5,2.4,2.3,1.9,14.7,16
2016-08-18,2016-08-19,3.2,2.5,1.3,2,15.7,15.8
2016-08-19,2016-08-20,1.7,2.7,0,2.1,17.1,15.7
2016-08-20,2016-08-21,1.6,2.8,0.3,2.2,16.7,15.5
2016-08-21,2016-08-22,0.4,3,0,2.3,18,15.3
2016-08-22,2016-08-23,0,3.1,0,2.4,17.2,15.1
2016-08-23,2016-08-24,0.3,3.2,0,2.5,17.4,14.9
2016-08-24,2016-08-25,0.1,3.3,0,2.6,18.1,14.7
2016-08-25,2016-08-26,0,3.5,0,2.8,21.2,14.5
2016-08-26,2016-08-27,0,3.6,0,2.9,17.4,14.3
2016-08-27,2016-08-28,5.6,3.7,5.4,3,11.6,14.1
2016-08-28,2016-08-29,6.9,4,4.6,3.1,12.4,13.9
2016-08-29,2016-08-30,5.4,4.2,3,3.3,14,13.8
2016-08-30,2016-08-31,2.6,4.3,0.5,3.6,16.5,13.7
2016-08-31,2016-09-01,1.5,4.6,0.2,3.7,16.8,13.6
2016-09-01,2016-09-02,1.6,4.8,0.7,3.8,16.3,13.4
2016-09-02,2016-09-03,3,5,2,3.9,15,13.2
2016-09-03,2016-09-04,5.7,5.1,4.3,4,12.7,13
2016-09-04,2016-09-05,6.1,5.4,5.1,4.3,11.9,12.8
2016-09-05,2016-09-06,4.6,5.6,1.3,4.4,15.7,12.6
2016-09-06,2016-09-07,0,5.8,0,4.5,18.9,12.5
2016-09-07,2016-09-08,1.5,6,1.8,4.7,15.2,12.3
2016-09-08,2016-09-09,1.6,6.1,0.4,4.9,16.6,12.2
2016-09-09,2016-09-10,0.5,6.3,0.1,5,16.9,12.1
2016-09-10,2016-09-11,1.4,6.5,0.2,5.2,16.8,11.9
2016-09-11,2016-09-12,2.4,6.6,2.6,5.3,14.4,11.8
2016-09-12,2016-09-13,3.5,6.8,1.7,5.6,15.3,11.6
2016-09-13,2016-09-14,1.5,7.1,0.7,5.7,16.3,11.5
2016-09-14,2016-09-15,1.5,7.3,1.4,5.9,15.6,11.3
2016-09-15,2016-09-16,5.9,7.4,5.7,6,11.3,11.2
2016-09-16,2016-09-17,6.9,7.7,5.4,6.1,11.6,11
2016-09-17,2016-09-18,7.7,7.9,6.5,6.3,10.5,10.9
2016-09-18,2016-09-19,7.3,8.1,4.2,6.5,12.8,10.6
2016-09-19,2016-09-20,4.8,8.2,3.8,6.6,13.2,10.4
2016-09-20,2016-09-21,6.5,8.4,4.9,6.8,12.1,10.3
2016-09-21,2016-09-22,7.5,8.6,6.1,6.9,10.9,10.1
2016-09-22,2016-09-23,8.3,8.8,6.3,7.1,10.7,9.9
2016-09-23,2016-09-24,7.6,9,5.2,7.2,11.8,9.8
2016-09-24,2016-09-25,5.8,9.3,3.4,7.3,13.6,9.6
2016-09-25,2016-09-26,5.1,9.5,3.2,7.5,13.8,9.4
2016-09-26,2016-09-27,5.6,9.7,3.4,7.6,13.6,9.3
2016-09-27,2016-09-28,5.6,9.9,3.8,7.8,13.2,9.1
2016-09-28,2016-09-29,7.2,10,4.2,7.9,12.8,8.9
2016-09-29,2016-09-30,5.9,10.2,4.4,8.1,12.6,8.8
2016-09-30,2016-10-01,7.7,10.4,7.4,8.3,9.6,8.7
2016-10-01,2016-10-02,11.8,10.6,10.4,8.4,6.6,8.5
2016-10-02,2016-10-03,12,10.8,11,8.6,6,8.3
2016-10-03,2016-10-04,12.5,11,10.4,8.8,6.6,8.2
2016-10-04,2016-10-05,12.4,11.2,10.6,8.9,6.4,8
2016-10-05,2016-10-06,12.2,11.4,9.4,9.1,7.6,7.8
2016-10-06,2016-10-07,11.2,11.6,8.3,9.3,8.7,7.6
2016-10-07,2016-10-08,12,11.8,9.2,9.4,7.8,7.4
2016-10-08,2016-10-09,12.2,12,8.9,9.6,8.1,7.3
2016-10-09,2016-10-10,11.6,12.2,9.8,9.7,7.2,7.1
2016-10-10,2016-10-11,12.5,12.4,10,9.9,7,7
2016-10-11,2016-10-12,13.1,12.6,10.9,10,6.1,6.8
2016-10-12,2016-10-13,14.3,12.8,12.4,10.2,4.6,6.7
2016-10-13,2016-10-14,14.8,13,12.1,10.4,4.9,6.5
2016-10-14,2016-10-15,14,13.2,11.2,10.6,5.8,6.3
2016-10-15,2016-10-16,12.8,13.4,9.9,10.7,7.1,6.2
2016-10-16,2016-10-17,12.8,13.6,10.1,10.9,6.9,6
2016-10-17,2016-10-18,12.6,13.8,9.9,11.1,7.1,5.8
2016-10-18,2016-10-19,12.3,14,9.5,11.2,7.5,5.8
2016-10-19,2016-10-20,12.9,14.2,10.6,11.4,6.4,5.6
2016-10-20,2016-10-21,14.1,14.4,11.2,11.6,5.8,5.5
2016-10-21,2016-10-22,15.5,14.5,12.7,11.8,4.3,5.3
2016-10-22,2016-10-23,15.4,14.7,11.9,11.9,5.1,5.1
2016-10-23,2016-10-24,14.2,14.9,11.1,12.1,5.9,5
2016-10-24,2016-10-25,15.3,15,13,12.3,4,4.8
2016-10-25,2016-10-26,16.3,15.2,13.4,12.4,3.6,4.7
2016-10-26,2016-10-27,12.9,15.4,8.5,12.6,8.5,4.5
2016-10-27,2016-10-28,10.7,15.6,8.2,12.8,8.8,4.4
2016-10-28,2016-10-29,14.2,15.8,11.3,13,5.7,4.2
2016-10-29,2016-10-30,14,15.9,11.3,13.1,5.7,4.1
2016-10-30,2016-10-31,16.7,16.1,14.6,13.3,2.4,3.9
2016-10-31,2016-11-01,18,16.3,14.6,13.5,2.4,3.7
2016-11-01,2016-11-02,20.2,16.5,16.1,13.6,0.9,3.6
2016-11-02,2016-11-03,19.6,16.7,16.4,13.8,0.6,3.4
2016-11-03,2016-11-04,21.5,16.8,19.4,13.9,-2.4,3.2
2016-11-04,2016-11-05,21.3,17,17.8,13.9,-0.8,3.1
