VALIDDATE,ISSUEDATE,EIAKT,EINORM,GDAKT,GDNORM,TTAKT,TTNORM
2017-11-17,2017-11-18,16.4,19,13.9,15.7,3.1,1.4
2017-11-18,2017-11-19,20.4,19.2,18,15.8,-1,1.2
2017-11-19,2017-11-20,22.1,19.4,18.4,16,-1.4,1.1
2017-11-20,2017-11-21,22.6,19.5,20.2,16.1,-3.2,0.9
2017-11-21,2017-11-22,23.3,19.7,19.3,16.3,-2.3,0.8
2017-11-22,2017-11-23,16.3,19.9,10.3,16.4,6.7,0.6
2017-11-23,2017-11-24,15.2,20,12.6,16.6,4.4,0.5
2017-11-24,2017-11-25,18.8,20.1,16.4,16.7,0.6,0.4
2017-11-25,2017-11-26,20,20.2,16.8,16.8,0.2,0.2
2017-11-26,2017-11-27,17.6,20.4,14.2,17,2.8,0.1
2017-11-27,2017-11-28,17.5,20.5,14.1,17.1,2.9,-0.1
2017-11-28,2017-11-29,17.1,20.6,14.1,17.2,2.9,-0.2
2017-11-29,2017-11-30,18.1,20.7,15.5,17.4,1.5,-0.3
2017-11-30,2017-12-01,19.6,20.9,16.5,17.5,0.5,-0.5
2017-12-01,2017-12-02,21.1,21,17.2,17.6,-0.2,-0.6
2017-12-02,2017-12-03,17.9,21.1,14.6,17.7,2.4,-0.7
2017-12-03,2017-12-04,21.2,21.3,19,17.8,-2,-0.8
2017-12-04,2017-12-05,23.1,21.4,20,18,-3,-1
2017-12-05,2017-12-06,23.1,21.5,20.4,18.1,-3.4,-1.1
2017-12-06,2017-12-13,23.1,21.5,20.4,18.1,-3.4,-1.1
2017-12-07,2017-12-14,19.4,21.5,13.9,18.2,3.1,-1.2
2017-12-08,2017-12-14,16.9,21.7,12.8,18.3,4.2,-1.3
2017-12-09,2017-12-16,18,21.8,14.5,18.4,2.5,-1.4
2017-12-10,2017-12-17,19.6,21.9,17,18.4,0,-1.5
2017-12-11,2017-12-17,21.5,22,18.5,18.5,-1.5,-1.6
2017-12-12,2017-12-19,21.1,22.1,17.8,18.6,-0.8,-1.7
2017-12-13,2017-12-20,23.3,22.2,19.2,18.7,-2.2,-1.8
2017-12-14,2017-12-21,20,22.4,15.8,18.8,1.2,-1.9
2017-12-15,2017-12-22,19.1,22.5,16.1,18.9,0.9,-1.9
2017-12-16,2017-12-23,19.5,22.6,16.4,19,0.6,-2
2017-12-17,2017-12-23,23.5,22.7,21.8,19.1,-4.8,-2.1
2017-12-18,2017-12-23,22.5,22.6,17.7,19.2,-0.7,-2.2
2017-12-19,2017-12-23,22.1,22.7,19.7,19.3,-2.7,-2.3
2017-12-20,2017-12-23,20.2,22.8,15.5,19.3,1.5,-2.4
2017-12-21,2017-12-23,20.3,22.9,18.4,19.4,-1.4,-2.5
2017-12-22,2017-12-23,22.7,23,19.7,19.5,-2.7,-2.5
2017-12-23,2017-12-30,19.9,23.1,15.1,19.6,1.9,-2.6
2017-12-24,2017-12-31,19.8,23,17.9,19.6,-0.9,-2.6
2017-12-25,2018-01-01,21.6,23.1,17.5,19.6,-0.5,-2.7
2017-12-26,2018-01-02,19.1,23.2,15.6,19.7,1.4,-2.7
2017-12-27,2018-01-03,18.6,23.2,15,19.7,2,-2.8
2017-12-28,2018-01-04,17.8,23.3,14.1,19.8,2.9,-2.7
2017-12-29,2018-01-05,17.8,23.4,15.1,19.8,1.9,-2.8
2017-12-30,2018-01-06,19.6,23.4,16.7,19.8,0.3,-2.7
2017-12-31,2018-01-07,19.4,23.5,15.9,19.7,1.1,-2.8
2018-01-01,2018-01-08,18.7,23.3,15.5,19.5,1.5,-2.3
2018-01-02,2018-01-09,18.4,23.4,15.1,19.6,1.9,-2.4
2018-01-03,2018-01-10,18.6,23.3,15.4,19.7,1.6,-2.4
2018-01-04,2018-01-11,18.4,23.4,15.2,19.7,1.8,-2.5
2018-01-05,2018-01-11,19.7,23.4,17,19.8,0,-2.5
2018-01-06,2018-01-11,23.9,23.5,21.6,19.8,-4.6,-2.6
2018-01-07,2018-01-14,25.3,23.5,21,19.9,-4,-2.7
2018-01-08,2018-01-15,22.8,23.5,19.2,19.9,-2.2,-2.7
2018-01-09,2018-01-16,22.4,23.6,19.8,19.9,-2.8,-2.7
2018-01-10,2018-01-17,26.2,23.6,24.2,19.9,-7.2,-2.8
2018-01-11,2018-01-18,23.1,23.6,18.7,19.9,-1.7,-2.8
2018-01-12,2018-01-19,20.9,23.7,18,19.9,-1,-2.9
2018-01-13,2018-01-20,21.1,23.7,18.3,20,-1.3,-2.9
2018-01-14,2018-01-21,20.8,23.7,17.5,20,-0.5,-2.9
2018-01-15,2018-01-21,22.4,23.7,17.8,20,-0.8,-3
2018-01-16,2018-01-23,23.5,23.7,16.9,20,0.1,-3
2018-01-17,2018-01-24,23.4,23.7,20,20,-3,-3
2018-01-18,2018-01-25,23.5,23.7,20.4,20,-3.4,-3
2018-01-19,2018-01-26,24,23.7,21.7,20,-4.7,-3.1
2018-01-20,2018-01-27,24.6,23.7,22.5,20,-5.5,-3.2
2018-01-21,2018-01-28,29.3,23.7,27.2,20,-10.2,-3.2
2018-01-22,2018-01-29,27.8,23.7,24.3,20,-7.3,-3.3
2018-01-23,2018-01-29,24.6,23.7,20.3,20.1,-3.3,-3.3
2018-01-24,2018-01-29,20.5,23.7,14.5,20.2,2.5,-3.3
2018-01-25,2018-02-01,16.9,23.7,11.8,20.3,5.2,-3.3
2018-01-26,2018-02-01,16.6,23.6,13.6,20.3,3.4,-3.3
2018-01-27,2018-02-01,19.3,23.6,17.7,20.3,-0.7,-3.4
2018-01-28,2018-02-04,20.1,23.6,16.4,20.3,0.6,-3.3
2018-01-29,2018-02-05,19.3,23.5,16.5,20.3,0.5,-3.3
2018-01-30,2018-02-06,21.3,23.5,18.8,20.2,-1.8,-3.4
2018-01-31,2018-02-07,21.5,23.5,17.3,20.2,-0.3,-3.5
2018-02-01,2018-02-07,19.9,23.5,16.7,20.2,0.3,-3.6
2018-02-02,2018-02-09,22.6,23.5,19.9,20.1,-2.9,-3.5
2018-02-03,2018-02-10,24.2,23.4,20.2,20.1,-3.2,-3.5
2018-02-04,2018-02-11,25.2,23.4,22.1,20.1,-5.1,-3.5
2018-02-05,2018-02-12,27.7,23.3,26.1,20,-9.1,-3.5
2018-02-06,2018-02-12,28.5,23.2,24.5,20,-7.5,-3.6
2018-02-07,2018-02-14,27.2,23.3,24.4,19.9,-7.4,-3.5
2018-02-08,2018-02-15,24.1,23.2,19.9,20,-2.9,-3.5
2018-02-09,2018-02-16,21.7,23.1,19.3,19.9,-2.3,-3.5
2018-02-10,2018-02-17,24.1,23.2,21.2,19.9,-4.2,-3.5
2018-02-11,2018-02-18,22.6,23.1,19.7,19.8,-2.7,-3.4
2018-02-12,2018-02-19,21,23,16.7,19.8,0.3,-3.4
2018-02-13,2018-02-20,20.1,22.9,16.8,19.8,0.2,-3.4
2018-02-14,2018-02-20,20.2,22.8,17.5,19.7,-0.5,-3.3
2018-02-15,2018-02-20,20.9,22.8,18.2,19.6,-1.2,-3.3
2018-02-16,2018-02-23,20.6,22.7,17.8,19.6,-0.8,-3.2
2018-02-17,2018-02-24,21.5,22.6,19.1,19.5,-2.1,-3.1
2018-02-18,2018-02-25,21.1,22.5,18.7,19.4,-1.7,-3.1
2018-02-19,2018-02-26,22.7,22.5,20.6,19.3,-3.6,-3
2018-02-20,2018-02-26,24.6,22.4,22.9,19.3,-5.9,-2.9
2018-02-21,2018-02-26,26.4,22.3,24.6,19.2,-7.6,-2.8
2018-02-22,2018-03-01,26.4,22.2,23.3,19.3,-6.3,-2.7
2018-02-23,2018-03-02,24.6,22.1,22.6,19.2,-5.6,-2.6
2018-02-24,2018-03-03,28.5,22,26.5,19.1,-9.5,-2.5
2018-02-25,2018-03-03,28.8,21.9,25.2,19,-8.2,-2.4
2018-02-26,2018-03-05,27.9,21.7,23.8,19,-6.8,-2.3
2018-02-27,2018-03-06,31.5,21.7,29.5,18.9,-12.5,-2.2
2018-02-28,2018-03-07,32.7,21.6,29.1,18.9,-12.1,-2.1
2018-03-01,2018-03-08,30.3,21.3,27.8,18.8,-10.8,-1.9
2018-03-02,2018-03-08,28.2,21.3,25.7,18.7,-8.7,-1.8
2018-03-03,2018-03-08,28.4,21.1,25.6,18.6,-8.6,-1.7
2018-03-04,2018-03-08,24.6,21,22.2,18.5,-5.2,-1.6
2018-03-05,2018-03-08,26.1,20.8,23.7,18.4,-6.7,-1.5
2018-03-06,2018-03-08,23.1,20.8,20.1,18.3,-3.1,-1.3
2018-03-07,2018-03-08,22.1,20.6,19.7,18.1,-2.7,-1.2
2018-03-08,2018-03-15,22.9,20.5,20.1,18,-3.1,-1.1
2018-03-09,2018-03-16,20.3,20.4,17.4,17.9,-0.4,-0.9
2018-03-10,2018-03-17,22.1,20.4,20.2,17.8,-3.2,-0.8
2018-03-11,2018-03-18,21.1,20.2,18.5,17.6,-1.5,-0.7
2018-03-12,2018-03-19,19.3,20.1,16.2,17.5,0.8,-0.6
2018-03-13,2018-03-20,20.5,19.9,17.3,17.4,-0.3,-0.4
2018-03-14,2018-03-20,22.7,19.7,20.9,17.2,-3.9,-0.3
2018-03-15,2018-03-22,25.4,19.6,24,17.1,-7,-0.1
2018-03-16,2018-03-22,26.7,19.4,24.8,16.9,-7.8,0
2018-03-17,2018-03-24,25.5,19.2,24,16.8,-7,0.2
2018-03-18,2018-03-25,22,19.1,19.5,16.7,-2.5,0.3
2018-03-19,2018-03-25,18.3,18.9,16.6,16.5,0.4,0.5
2018-03-20,2018-03-27,20.8,18.7,20.6,16.5,-3.6,0.6
2018-03-21,2018-03-28,20.3,18.5,17.7,16.3,-0.7,0.8
2018-03-22,2018-03-29,17,18.4,15.5,16.2,1.5,0.9
2018-03-23,2018-03-29,17.6,18.2,16,16,1,1.1
2018-03-24,2018-03-31,18,18,15.5,15.9,1.5,1.2
2018-03-25,2018-04-01,15,17.8,13.5,15.7,3.5,1.4
2018-03-26,2018-04-02,19.7,17.6,20.2,15.6,-3.2,1.5
2018-03-27,2018-04-03,23,17.4,22.2,15.4,-5.2,1.7
2018-03-28,2018-04-04,21.2,17.2,20.4,15.2,-3.4,1.9
2018-03-29,2018-04-05,20.4,17.1,20.2,15.1,-3.2,2
2018-03-30,2018-04-05,19.5,16.9,19.5,14.9,-2.5,2.2
2018-03-31,2018-04-07,18.8,16.7,18.8,14.8,-1.8,2.4
2018-04-01,2018-04-07,19,16.5,18,14.6,-1,2.4
2018-04-02,2018-04-07,18.2,16.3,17.1,14.4,-0.1,2.5
2018-04-03,2018-04-07,17.4,16.1,16.6,14.3,0.4,2.7
2018-04-04,2018-04-07,16.6,15.9,14.1,14.1,2.9,2.8
2018-04-05,2018-04-07,15.8,15.7,13.4,13.9,3.6,3
2018-04-06,2018-04-07,17.1,15.5,14.9,13.8,2.1,3.2
2018-04-07,2018-04-14,16,15.2,13.9,13.6,3.1,3.4
2018-04-08,2018-04-14,12.1,15,10.6,13.4,6.4,3.5
2018-04-09,2018-04-16,15.5,14.8,15.1,13.3,1.9,3.7
2018-04-10,2018-04-17,16,14.6,14.8,13.1,2.2,3.9
2018-04-11,2018-04-18,14.8,14.3,14.3,12.9,2.7,4.1
2018-04-12,2018-04-19,13.5,14.1,13.2,12.8,3.8,4.2
2018-04-13,2018-04-20,11.9,13.9,11.5,12.5,5.5,4.4
2018-04-14,2018-04-20,9.8,13.7,9,12.3,8,4.6
2018-04-15,2018-04-22,12.3,13.5,12.3,12.1,4.7,4.8
2018-04-16,2018-04-23,11.4,13.3,9.8,12,7.2,5
2018-04-17,2018-04-24,9.8,13.1,8.8,11.8,8.2,5.1
2018-04-18,2018-04-25,8.9,12.8,7.7,11.5,9.3,5.3
2018-04-19,2018-04-25,6,12.6,4.4,11.4,12.6,5.5
2018-04-20,2018-04-27,1.8,12.4,0.9,11.1,16.1,5.8
2018-04-21,2018-04-28,3.7,12.1,5.4,10.9,11.6,6
2018-04-22,2018-04-29,7.7,11.9,8.1,10.7,8.9,6.1
2018-04-23,2018-04-29,10.7,11.6,10,10.6,7,6.4
2018-04-24,2018-05-01,10.4,11.4,8.1,10.3,8.9,6.6
2018-04-25,2018-05-02,9.5,11.2,8.4,10.1,8.6,6.8
2018-04-26,2018-05-03,10.1,11,9.2,9.9,7.8,7.1
2018-04-27,2018-05-04,10.8,10.8,9.8,9.7,7.2,7.3
2018-04-28,2018-05-05,10.7,10.5,9.5,9.5,7.5,7.5
2018-04-29,2018-05-05,9.8,10.3,8.5,9.2,8.5,7.8
2018-04-30,2018-05-07,10.3,10,9.7,9,7.3,8
2018-05-01,2018-05-08,11.3,9.8,9.6,8.8,7.4,8.3
2018-05-02,2018-05-08,10.2,9.6,8.7,8.6,8.3,8.4
2018-05-03,2018-05-08,10.9,9.4,9.8,8.5,7.2,8.6
2018-05-04,2018-05-08,9.3,9.1,7.3,8.3,9.7,8.8
2018-05-05,2018-05-08,5.3,8.9,4.4,8.1,12.6,9
2018-05-06,2018-05-08,2.5,8.7,1.8,7.8,15.2,9.2
2018-05-07,2018-05-08,0.2,8.4,0,7.7,17.2,9.4
2018-05-08,2018-05-11,0,8.2,0,7.5,17.2,9.6
2018-05-09,2018-05-16,0.3,8.1,1.8,7.4,15.2,9.8
2018-05-10,2018-05-16,2,7.9,2.3,7.2,14.7,9.9
2018-05-11,2018-05-16,0,7.7,0,7,18,10.1
2018-05-12,2018-05-16,0,7.5,0,6.8,18.1,10.3
2018-05-13,2018-05-20,0,7.3,0,6.6,17.4,10.5
2018-05-14,2018-05-20,0,7.1,0,6.4,17.9,10.6
2018-05-15,2018-05-20,0,7,0,6.3,18.5,10.8
2018-05-16,2018-05-20,0,6.8,0,6.1,19.5,11
2018-05-17,2018-05-24,2.7,6.6,5.1,6,11.9,11.1
2018-05-18,2018-05-24,4.4,6.4,5.1,5.8,11.9,11.3
2018-05-19,2018-05-24,2.6,6.2,2.5,5.7,14.5,11.4
2018-05-20,2018-05-24,0,6.1,0,5.5,18.4,11.5
2018-05-21,2018-05-24,0,5.9,0,5.4,18.9,11.7
2018-05-22,2018-05-24,0,5.7,0,5.2,18,11.8
2018-05-23,2018-05-24,0.3,5.7,2.8,5.1,14.2,11.9
2018-05-24,2018-05-31,0.6,5.5,0.7,4.9,16.3,12
2018-05-25,2018-06-01,0,5.3,0,4.8,18,12.2
2018-05-26,2018-06-01,0,5.2,0,4.6,17.5,12.3
2018-05-27,2018-06-01,0,5,1.4,4.6,15.6,12.5
2018-05-28,2018-06-01,0,4.9,0.5,4.5,16.5,12.6
2018-05-29,2018-06-01,0,4.8,0,4.3,20,12.7
2018-05-30,2018-06-01,0,4.8,0,4.2,18.6,12.8
2018-05-31,2018-06-01,0,4.7,0.6,4.2,16.4,12.9
2018-06-01,2018-06-08,0,4.6,0,4.1,19.2,12.9
2018-06-02,2018-06-09,0,4.5,0,4.1,21.4,13
2018-06-03,2018-06-10,0,4.4,0,4.1,22,13.2
2018-06-04,2018-06-11,0,4.2,0,4,17.3,13.3
2018-06-05,2018-06-12,5.4,4.2,7.1,3.8,9.9,13.3
2018-06-06,2018-06-13,6.5,4.1,6.2,3.8,10.8,13.5
2018-06-07,2018-06-13,1.9,3.9,0.5,3.7,16.5,13.6
2018-06-08,2018-06-13,0.1,3.8,1.2,3.6,15.8,13.7
2018-06-09,2018-06-13,0,3.7,0,3.5,18.7,13.8
2018-06-10,2018-06-17,0,3.6,0,3.4,21.7,14
2018-06-11,2018-06-17,0,3.5,0,3.2,17.2,14.1
2018-06-12,2018-06-19,1.8,3.4,2.6,3.1,14.4,14.2
2018-06-13,2018-06-20,2.9,3.3,2.6,3,14.4,14.3
2018-06-14,2018-06-21,1.6,3.2,0,2.9,17.3,14.4
2018-06-15,2018-06-21,0,3.1,0,2.8,18.5,14.5
2018-06-16,2018-06-21,0,3,0,2.7,17.6,14.6
2018-06-17,2018-06-21,0,2.9,0.1,2.6,16.9,14.7
2018-06-18,2018-06-21,1.9,2.9,0.9,2.6,16.1,14.8
2018-06-19,2018-06-21,0.4,2.8,0,2.5,17,14.9
2018-06-20,2018-06-21,1.4,2.7,2.6,2.4,14.4,15
2018-06-21,2018-06-27,7,2.6,6.6,2.3,10.4,15.2
2018-06-22,2018-06-27,7.5,2.5,5,2.2,12,15.3
2018-06-23,2018-06-27,4.8,2.3,4,2.1,13,15.4
2018-06-24,2018-06-27,2.6,2.2,2.4,2.1,14.6,15.5
2018-06-25,2018-06-27,0.7,2.2,0.1,2,16.9,15.6
2018-06-26,2018-06-27,0,2.1,0,1.9,18.3,15.8
2018-06-27,2018-07-04,0,2,0,1.8,20,15.9
2018-06-28,2018-07-05,0,2,0,1.8,22.2,16.1
2018-06-29,2018-07-06,1.2,1.9,3,1.7,14,16.2
2018-06-30,2018-07-07,2.7,1.8,3.3,1.7,13.7,16.3
2018-07-01,2018-07-07,1.9,1.8,2.7,1.6,14.3,16.4
2018-07-02,2018-07-07,0.9,1.6,1.1,1.5,15.9,16.6
2018-07-03,2018-07-10,0.5,1.6,0,1.4,17.4,16.8
2018-07-04,2018-07-11,0,1.5,0,1.3,18.3,16.8
2018-07-05,2018-07-12,0,1.5,0,1.3,18.5,17
2018-07-06,2018-07-13,0,1.4,0,1.3,19.9,17.1
2018-07-07,2018-07-13,0,1.3,0,1.2,18,17.2
2018-07-08,2018-07-15,0,1.3,0,1.2,19.2,17.2
2018-07-09,2018-07-15,0,1.2,0,1.1,18.9,17.3
2018-07-10,2018-07-17,0,1.2,0,1,20.9,17.4
2018-07-11,2018-07-18,0,1.1,0,0.9,19.3,17.4
2018-07-12,2018-07-19,0,1,0,0.9,19.6,17.5
2018-07-13,2018-07-20,0,1,0,0.8,21.8,17.6
2018-07-14,2018-07-20,0,1,0,0.8,23.6,17.6
2018-07-15,2018-07-20,0,0.9,0,0.8,24.7,17.6
2018-07-16,2018-07-23,0,0.9,0,0.8,25.1,17.6
2018-07-17,2018-07-23,0,0.9,0,0.7,25.1,17.6
2018-07-18,2018-07-25,0,0.9,0,0.7,25.2,17.6
2018-07-19,2018-07-26,0,0.9,0,0.7,24.6,17.6
2018-07-20,2018-07-27,0,0.9,0,0.7,24.1,17.6
2018-07-21,2018-07-28,0,0.9,0,0.7,21.6,17.6
2018-07-22,2018-07-29,0,0.9,0,0.7,20.6,17.6
2018-07-23,2018-07-30,0,1,0,0.6,21.6,17.6
2018-07-24,2018-07-30,0,1,0,0.6,25.1,17.6
2018-07-25,2018-07-30,0,0.9,0,0.6,25.9,17.6
2018-07-26,2018-07-30,0,0.9,0,0.6,26,17.6
2018-07-27,2018-07-30,0,1,0,0.7,24.2,17.6
2018-07-28,2018-07-30,0,0.9,0,0.7,24.2,17.6
2018-07-29,2018-07-30,0,0.9,0,0.7,21.2,17.5
2018-07-30,2018-08-06,0,1,0,0.6,22.3,17.5
2018-07-31,2018-08-07,0,1,0,0.7,24.5,17.5
2018-08-01,2018-08-08,0,1.1,0,0.7,26.2,17.4
2018-08-02,2018-08-08,0,1.1,0,0.7,24.6,17.4
2018-08-03,2018-08-10,0,1.2,0,0.8,23.4,17.4
2018-08-04,2018-08-11,0,1.2,0,0.8,20.2,17.2
2018-08-05,2018-08-12,0,1.3,0,0.9,18.3,17.2
2018-08-06,2018-08-13,0,1.4,0,0.9,17.1,17.1
2018-08-07,2018-08-14,0,1.4,0,1,19.1,17.1
2018-08-08,2018-08-15,0,1.5,0,1,24.1,17
2018-08-09,2018-08-16,0,1.6,0,1.1,23.2,16.9
2018-08-10,2018-08-17,0,1.7,0,1.1,21.6,16.9
2018-08-11,2018-08-18,0,1.7,0,1.2,18.3,16.8
2018-08-12,2018-08-18,3.5,1.8,3.7,1.3,13.3,16.7
2018-08-13,2018-08-20,3.1,1.9,2.2,1.3,14.8,16.6
2018-08-14,2018-08-21,2.5,2,1.9,1.4,15.1,16.5
2018-08-15,2018-08-22,1.3,2,0,1.5,17,16.4
2018-08-16,2018-08-22,0,2.1,0,1.6,19.5,16.3
2018-08-17,2018-08-24,0,2.2,0,1.7,19,16.3
2018-08-18,2018-08-25,0.7,2.3,0,1.8,17.3,16.2
2018-08-19,2018-08-26,0,2.4,0,1.9,17.7,16
2018-08-20,2018-08-27,2,2.5,2.6,2,14.4,15.8
2018-08-21,2018-08-28,3.7,2.7,3.9,2.1,13.1,15.7
2018-08-22,2018-08-28,3.2,2.8,1.6,2.2,15.4,15.5
2018-08-23,2018-08-30,0,3,0,2.3,19.8,15.3
2018-08-24,2018-08-31,0,3.1,0,2.4,18.1,15.1
2018-08-25,2018-09-01,2.5,3.2,2.7,2.5,14.3,14.9
2018-08-26,2018-09-02,4.2,3.3,4.2,2.6,12.8,14.7
2018-08-27,2018-09-03,4.4,3.5,3.7,2.8,13.3,14.5
2018-08-28,2018-09-04,2.6,3.6,0.9,2.9,16.1,14.3
2018-08-29,2018-09-04,1.2,3.7,0.6,3,16.4,14.1
2018-08-30,2018-09-04,1.7,4,0.8,3.1,16.2,13.9
2018-08-31,2018-09-04,3.5,4.2,2.7,3.3,14.3,13.8
2018-09-01,2018-09-04,3.9,4.3,2.5,3.6,14.5,13.7
2018-09-02,2018-09-04,3.2,4.6,1.6,3.7,15.4,13.6
2018-09-03,2018-09-04,1.5,4.8,0.9,3.8,16.1,13.4
2018-09-04,2018-09-11,1.8,5,0.7,3.9,16.3,13.2
2018-09-05,2018-09-12,2.7,5.1,2.2,4,14.8,13
2018-09-06,2018-09-13,3.4,5.4,2.2,4.3,14.8,12.8
2018-09-07,2018-09-14,3,5.6,0.6,4.4,16.4,12.6
2018-09-08,2018-09-15,0.1,5.8,0,4.5,17.6,12.5
2018-09-09,2018-09-16,2.4,6,2.2,4.7,14.8,12.3
2018-09-10,2018-09-17,3.2,6.1,2.1,4.9,14.9,12.2
2018-09-11,2018-09-18,5.3,6.3,3.8,5,13.2,12.1
2018-09-12,2018-09-19,4.8,6.5,3.3,5.2,13.7,11.9
2018-09-13,2018-09-20,4.5,6.6,4.1,5.3,12.9,11.8
2018-09-14,2018-09-21,5.1,6.8,3.6,5.6,13.4,11.6
2018-09-15,2018-09-22,4.5,7.1,3.8,5.7,13.2,11.5
2018-09-16,2018-09-22,6.3,7.3,5.7,5.9,11.3,11.3
2018-09-17,2018-09-24,5.4,7.4,3.9,6,13.1,11.2
2018-09-18,2018-09-25,4.5,7.7,1.9,6.1,15.1,11
2018-09-19,2018-09-26,0.7,7.9,0,6.3,17.8,10.9
2018-09-20,2018-09-27,2.2,8.1,1.7,6.5,15.3,10.6
2018-09-21,2018-09-28,4,8.2,2.3,6.6,14.7,10.4
2018-09-22,2018-09-29,6.2,8.4,4.9,6.8,12.1,10.3
2018-09-23,2018-09-29,8.4,8.6,7.8,6.9,9.2,10.1
2018-09-24,2018-09-29,11.1,8.8,10.3,7.1,6.7,9.9
2018-09-25,2018-09-29,10.8,9,9.1,7.2,7.9,9.8
2018-09-26,2018-09-29,8.8,9.3,6.1,7.3,10.9,9.6
2018-09-27,2018-10-04,10.5,9.5,9.6,7.5,7.4,9.4
2018-09-28,2018-10-05,12.7,9.7,11.3,7.6,5.7,9.3
2018-09-29,2018-10-06,13.4,9.9,10.5,7.8,6.5,9.1
2018-09-30,2018-10-07,9.6,10,6.9,7.9,10.1,8.9
2018-10-01,2018-10-07,11.8,10.2,10.8,8.1,6.2,8.8
2018-10-02,2018-10-07,15,10.4,13.1,8.3,3.9,8.7
2018-10-03,2018-10-10,13.5,10.6,11.6,8.4,5.4,8.5
2018-10-04,2018-10-11,14.4,10.8,12,8.6,5,8.3
2018-10-05,2018-10-12,8.3,11,5.3,8.8,11.7,8.2
2018-10-06,2018-10-12,9.8,11.2,9.1,8.9,7.9,8
2018-10-07,2018-10-12,12.6,11.4,12.3,9.1,4.7,7.8
2018-10-08,2018-10-12,13.3,11.6,8.9,9.3,8.1,7.6
2018-10-09,2018-10-12,8,11.8,3.9,9.4,13.1,7.4
2018-10-10,2018-10-12,5.5,12,2.9,9.6,14.1,7.3
2018-10-11,2018-10-12,6.8,12.2,5.3,9.7,11.7,7.1
2018-10-12,2018-10-19,8.2,12.4,5.7,9.9,11.3,7
2018-10-13,2018-10-20,5.8,12.6,2.9,10,14.1,6.8
2018-10-14,2018-10-21,4.4,12.8,2.6,10.2,14.4,6.7
2018-10-15,2018-10-22,5.7,13,4,10.4,13,6.5
2018-10-16,2018-10-23,9.4,13.2,8,10.6,9,6.3
2018-10-17,2018-10-24,8.8,13.4,5.3,10.7,11.7,6.2
2018-10-18,2018-10-25,8.4,13.6,7.2,10.9,9.8,6
2018-10-19,2018-10-26,14.9,13.8,13.2,11.1,3.8,5.8
2018-10-20,2018-10-27,13.8,14,10.9,11.2,6.1,5.8
2018-10-21,2018-10-27,12.2,14.2,7.9,11.4,9.1,5.6
2018-10-22,2018-10-29,10.9,14.4,8.9,11.6,8.1,5.5
2018-10-23,2018-10-30,14.3,14.5,11.8,11.8,5.2,5.3
2018-10-24,2018-10-30,16.4,14.7,13.3,11.9,3.7,5.1
2018-10-25,2018-11-01,17.1,14.9,14.8,12.1,2.2,5
2018-10-26,2018-11-02,18.8,15,16.6,12.3,0.4,4.8
2018-10-27,2018-11-03,19.1,15.2,15.4,12.4,1.6,4.7
2018-10-28,2018-11-04,19.6,15.4,17.3,12.6,-0.3,4.5
2018-10-29,2018-11-04,20.8,15.6,17.3,12.8,-0.3,4.4
2018-10-30,2018-11-04,17,15.8,11.8,13,5.2,4.2
2018-10-31,2018-11-04,12.1,15.9,7.9,13.1,9.1,4.1
2018-11-01,2018-11-04,13.1,16.1,10.8,13.3,6.2,3.9
2018-11-02,2018-11-04,11.3,16.3,7.6,13.5,9.4,3.7
2018-11-03,2018-11-04,11.7,16.5,9.7,13.6,7.3,3.6
2018-11-04,2018-11-11,14.3,16.7,11.9,13.8,5.1,3.4
2018-11-05,2018-11-11,14,16.8,10.3,13.9,6.7,3.2
2018-11-06,2018-11-13,12.1,17,9.2,13.9,7.8,NULL
2018-11-07,2018-11-14,12.4,17.2,9.9,14.1,7.1,2.9
2018-11-08,2018-11-15,12.7,17.4,9.9,14.2,7.1,2.8
2018-11-09,2018-11-16,12.4,17.5,9.6,14.4,7.4,2.7
2018-11-10,2018-11-16,12.8,17.7,10.1,14.6,6.9,2.6
2018-11-11,2018-11-16,12.5,17.8,9.2,14.7,7.8,2.4
2018-11-12,2018-11-19,12.1,18,8.7,14.9,8.3,2.2
2018-11-13,2018-11-20,12.1,18.2,9.5,15,7.5,2.1
2018-11-14,2018-11-21,12.5,18.3,9.7,15.2,7.3,1.9
2018-11-15,2018-11-21,12.2,18.5,8.6,15.2,8.4,1.8
2018-11-16,2018-11-21,12.3,18.7,9.6,15.4,7.4,1.7
2018-11-17,2018-11-21,14.3,18.9,12.2,15.6,4.8,1.5
2018-11-18,2018-11-25,16.1,19,12.6,15.7,4.4,1.4
2018-11-19,2018-11-26,18.1,19.2,16.3,15.8,0.7,1.2
2018-11-20,2018-11-26,20.7,19.4,17.9,16,-0.9,1.1
2018-11-21,2018-11-28,19.2,19.5,15.9,16.1,1.1,0.9
2018-11-22,2018-11-29,21.6,19.7,20.2,16.3,-3.2,0.8
2018-11-23,2018-11-29,25.5,19.9,23,16.4,-6,0.6
2018-11-24,2018-11-29,24.5,20,20.8,16.6,-3.8,0.5
2018-11-25,2018-11-29,23.6,20.1,20.8,16.7,-3.8,0.4
2018-11-26,2018-12-03,21.8,20.2,18.5,16.8,-1.5,0.2
2018-11-27,2018-12-04,24.9,20.4,23.2,17,-6.2,0.1
2018-11-28,2018-12-04,28.4,20.5,25.4,17.1,-8.4,-0.1
2018-11-29,2018-12-04,22.2,20.6,15.6,17.2,1.4,-0.2
2018-11-30,2018-12-04,18.8,20.7,14,17.4,3,-0.3
