MotherCompany,DaughterCompany,PodId,Year,Month,Day,Weekday,Consumption,Temperature,Date,Consumption Kwh
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,13,4,4.27183,14.6,6/13/2013,4271.83
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,14,5,3.8345,15.5,6/14/2013,3834.5
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,15,6,2.10205,14,6/15/2013,2102.05
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,16,7,2.34344,15.3,6/16/2013,2343.44
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,17,1,4.51061,14.7,6/17/2013,4510.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,18,2,4.29274,15.8,6/18/2013,4292.74
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,19,3,4.19796,18,6/19/2013,4197.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,20,4,3.87852,18.2,6/20/2013,3878.52
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,21,5,1.99892,17.9,6/21/2013,1998.92
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,22,6,2.20908,18.8,6/22/2013,2209.08
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,23,7,1.80085,19.6,6/23/2013,1800.85
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,24,1,4.04437,18.6,6/24/2013,4044.37
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,25,2,4.05135,16.4,6/25/2013,4051.35
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,26,3,4.07692,17.9,6/26/2013,4076.92
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,27,4,4.20632,17.8,6/27/2013,4206.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,28,5,3.76431,16.6,6/28/2013,3764.31
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,29,6,1.85931,16,6/29/2013,1859.31
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,6,30,7,1.95457,16.6,6/30/2013,1954.57
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,1,1,4.22697,16.1,7/1/2013,4226.97
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,2,2,4.13043,16.2,7/2/2013,4130.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,3,3,4.12714,17.4,7/3/2013,4127.14
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,4,4,4.0052,18.1,7/4/2013,4005.2
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,5,5,3.45125,18.3,7/5/2013,3451.25
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,6,6,2.17212,20.1,7/6/2013,2172.12
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,7,7,2.09361,17.5,7/7/2013,2093.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,8,1,3.86845,18.7,7/8/2013,3868.45
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,9,2,3.98347,15.2,7/9/2013,3983.47
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,10,3,3.79379,15.1,7/10/2013,3793.79
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,11,4,3.88861,16.1,7/11/2013,3888.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,12,5,3.28053,19.1,7/12/2013,3280.53
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,13,6,1.77608,15,7/13/2013,1776.08
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,14,7,1.93428,16.7,7/14/2013,1934.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,15,1,3.58021,17.1,7/15/2013,3580.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,16,2,3.56514,18,7/16/2013,3565.14
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,17,3,3.463,19,7/17/2013,3463
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,18,4,3.63795,15.8,7/18/2013,3637.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,19,5,3.16009,15.9,7/19/2013,3160.09
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,20,6,2.10389,17,7/20/2013,2103.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,21,7,2.04082,14.7,7/21/2013,2040.82
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,22,1,3.24305,14.6,7/22/2013,3243.05
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,23,2,3.32361,18.2,7/23/2013,3323.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,24,3,3.19593,19.3,7/24/2013,3195.93
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,25,4,3.59713,20.7,7/25/2013,3597.13
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,26,5,3.30084,20.7,7/26/2013,3300.84
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,27,6,1.65841,20.6,7/27/2013,1658.41
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,28,7,1.83824,21,7/28/2013,1838.24
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,29,1,3.73643,17.4,7/29/2013,3736.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,30,2,3.88516,17,7/30/2013,3885.16
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,7,31,3,3.73842,15.9,7/31/2013,3738.42
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,1,4,3.7324,19.6,8/1/2013,3732.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,2,5,3.3242,21.1,8/2/2013,3324.2
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,3,6,1.72728,20.6,8/3/2013,1727.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,4,7,1.65665,19.4,8/4/2013,1656.65
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,5,1,3.85335,19.8,8/5/2013,3853.35
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,6,2,3.82509,20.7,8/6/2013,3825.09
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,7,3,3.70438,17,8/7/2013,3704.38
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,8,4,3.73646,16.8,8/8/2013,3736.46
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,9,5,3.20748,16.2,8/9/2013,3207.48
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,10,6,2.04121,16.3,8/10/2013,2041.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,11,7,1.86563,15.6,8/11/2013,1865.63
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,12,1,3.78939,15.3,8/12/2013,3789.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,13,2,3.5423,14.5,8/13/2013,3542.3
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,14,3,3.63736,15.8,8/14/2013,3637.36
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,15,4,3.63223,16.6,8/15/2013,3632.23
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,16,5,3.38999,18,8/16/2013,3389.99
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,17,6,1.87525,18.1,8/17/2013,1875.25
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,18,7,2.18434,16.8,8/18/2013,2184.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,19,1,3.88726,16.3,8/19/2013,3887.26
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,20,2,3.71081,16.3,8/20/2013,3710.81
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,21,3,3.83614,15.5,8/21/2013,3836.14
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,22,4,3.73052,12.8,8/22/2013,3730.52
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,23,5,3.48918,12.9,8/23/2013,3489.18
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,24,6,2.33403,14.3,8/24/2013,2334.03
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,25,7,1.92373,15.7,8/25/2013,1923.73
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,26,1,4.01135,16.9,8/26/2013,4011.35
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,27,2,4.05932,16.9,8/27/2013,4059.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,28,3,4.05728,15,8/28/2013,4057.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,29,4,4.14523,14.2,8/29/2013,4145.23
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,30,5,3.95775,14.9,8/30/2013,3957.75
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,8,31,6,2.11696,13.6,8/31/2013,2116.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,1,7,1.98102,11.8,9/1/2013,1981.02
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,2,1,4.14905,13,9/2/2013,4149.05
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,3,2,4.21546,15.3,9/3/2013,4215.46
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,4,3,4.05554,16.3,9/4/2013,4055.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,5,4,4.25673,16.1,9/5/2013,4256.73
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,6,5,3.58805,16.5,9/6/2013,3588.05
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,7,6,1.68022,16.3,9/7/2013,1680.22
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,8,7,1.99565,13.9,9/8/2013,1995.65
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,9,1,4.25881,16.4,9/9/2013,4258.81
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,10,2,4.35734,16,9/10/2013,4357.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,11,3,4.16532,15,9/11/2013,4165.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,12,4,4.03021,14.3,9/12/2013,4030.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,13,5,3.62951,14.9,9/13/2013,3629.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,14,6,2.06761,14.6,9/14/2013,2067.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,15,7,1.72297,14.2,9/15/2013,1722.97
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,16,1,4.28166,10.7,9/16/2013,4281.66
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,17,2,4.32021,11.1,9/17/2013,4320.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,18,3,4.04439,9.6,9/18/2013,4044.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,19,4,4.17506,10.7,9/19/2013,4175.06
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,20,5,3.76739,10.7,9/20/2013,3767.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,21,6,2.21248,10.6,9/21/2013,2212.48
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,22,7,2.11938,9.7,9/22/2013,2119.38
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,23,1,4.14792,7.2,9/23/2013,4147.92
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,24,2,4.18216,4.5,9/24/2013,4182.16
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,25,3,4.20063,4.1,9/25/2013,4200.63
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,26,4,4.34217,6,9/26/2013,4342.17
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,27,5,4.19128,7,9/27/2013,4191.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,28,6,3.0724,6.8,9/28/2013,3072.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,29,7,2.88755,7.3,9/29/2013,2887.55
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,9,30,1,4.35131,3.8,9/30/2013,4351.31
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,1,2,4.27695,5.3,10/1/2013,4276.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,2,3,4.48832,6.4,10/2/2013,4488.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,3,4,5.00637,7.8,10/3/2013,5006.37
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,4,5,4.14362,9.9,10/4/2013,4143.62
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,5,6,1.94686,8.8,10/5/2013,1946.86
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,6,7,2.59964,13.6,10/6/2013,2599.64
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,7,1,4.52091,14.3,10/7/2013,4520.91
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,8,2,4.53115,12.5,10/8/2013,4531.15
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,9,3,4.53397,8.9,10/9/2013,4533.97
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,10,4,4.82469,5.3,10/10/2013,4824.69
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,11,5,4.65796,6.4,10/11/2013,4657.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,12,6,3.55561,6.4,10/12/2013,3555.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,13,7,3.06281,7.3,10/13/2013,3062.81
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,14,1,5.03591,6.8,10/14/2013,5035.91
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,15,2,5.37729,3.7,10/15/2013,5377.29
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,16,3,5.12757,5.4,10/16/2013,5127.57
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,17,4,5.32943,1.8,10/17/2013,5329.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,18,5,4.78523,1,10/18/2013,4785.23
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,19,6,3.79817,-1.6,10/19/2013,3798.17
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,20,7,3.2502,-1,10/20/2013,3250.2
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,21,1,5.58279,6.5,10/21/2013,5582.79
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,22,2,5.43173,12.6,10/22/2013,5431.73
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,23,3,4.63389,11.5,10/23/2013,4633.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,24,4,4.63835,7,10/24/2013,4638.35
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,25,5,4.52817,10.5,10/25/2013,4528.17
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,26,6,2.7966,12,10/26/2013,2796.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,27,7,2.37677,10.4,10/27/2013,2376.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,28,1,4.91002,9.2,10/28/2013,4910.02
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,29,2,5.03179,6.6,10/29/2013,5031.79
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,30,3,4.95256,6,10/30/2013,4952.56
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,10,31,4,5.15921,7.3,10/31/2013,5159.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,1,5,4.44541,5.7,11/1/2013,4445.41
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,2,6,3.215,4.8,11/2/2013,3215
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,3,7,3.07295,5.4,11/3/2013,3072.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,4,1,5.3004,4,11/4/2013,5300.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,5,2,5.38841,3.7,11/5/2013,5388.41
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,6,3,5.33679,3.8,11/6/2013,5336.79
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,7,4,5.54433,5.3,11/7/2013,5544.33
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,8,5,4.97831,4.8,11/8/2013,4978.31
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,9,6,3.48109,4,11/9/2013,3481.09
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,10,7,3.25644,0.3,11/10/2013,3256.44
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,11,1,5.77503,5.9,11/11/2013,5775.03
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,12,2,5.47515,3.7,11/12/2013,5475.15
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,13,3,5.49407,1.1,11/13/2013,5494.07
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,14,4,5.55244,5.8,11/14/2013,5552.44
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,15,5,5.03799,8.5,11/15/2013,5037.99
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,16,6,3.84725,4.3,11/16/2013,3847.25
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,17,7,3.2246,4.2,11/17/2013,3224.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,18,1,5.50577,5.6,11/18/2013,5505.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,19,2,5.55909,-0.3,11/19/2013,5559.09
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,20,3,5.76589,2.6,11/20/2013,5765.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,21,4,5.55241,-0.2,11/21/2013,5552.41
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,22,5,5.29143,-0.9,11/22/2013,5291.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,23,6,3.46634,-1.5,11/23/2013,3466.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,24,7,3.27871,-1.5,11/24/2013,3278.71
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,25,1,5.9542,-1.4,11/25/2013,5954.2
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,26,2,5.96101,5.2,11/26/2013,5961.01
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,27,3,5.48395,4.6,11/27/2013,5483.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,28,4,5.37273,-1.2,11/28/2013,5372.73
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,29,5,4.72589,-2.9,11/29/2013,4725.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,11,30,6,3.76943,3.5,11/30/2013,3769.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,1,7,3.11371,0.6,12/1/2013,3113.71
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,2,1,5.82854,4.7,12/2/2013,5828.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,3,2,5.66054,0.6,12/3/2013,5660.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,4,3,5.48962,1.5,12/4/2013,5489.62
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,5,4,5.85295,0.2,12/5/2013,5852.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,6,5,4.9927,-4.9,12/6/2013,4992.7
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,7,6,4.5326,-8.4,12/7/2013,4532.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,8,7,3.86921,-5.5,12/8/2013,3869.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,9,1,5.92777,0.6,12/9/2013,5927.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,10,2,5.87651,4.4,12/10/2013,5876.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,11,3,5.59498,6.6,12/11/2013,5594.98
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,12,4,5.71793,0.9,12/12/2013,5717.93
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,13,5,5.13472,0.1,12/13/2013,5134.72
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,14,6,4.34866,3.7,12/14/2013,4348.66
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,15,7,2.9885,5.9,12/15/2013,2988.5
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,16,1,5.63759,4.3,12/16/2013,5637.59
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,17,2,5.51187,1.3,12/17/2013,5511.87
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,18,3,5.4189,4.3,12/18/2013,5418.9
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,19,4,5.41456,3.4,12/19/2013,5414.56
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,20,5,4.89601,4.8,12/20/2013,4896.01
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,21,6,3.83628,6,12/21/2013,3836.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,22,7,3.30281,4,12/22/2013,3302.81
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,23,1,4.67389,5.3,12/23/2013,4673.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,24,2,3.29553,6.4,12/24/2013,3295.53
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,25,3,3.60864,2.6,12/25/2013,3608.64
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,26,4,3.52974,1.7,12/26/2013,3529.74
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,27,5,4.07392,5.1,12/27/2013,4073.92
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,28,6,3.31531,3.6,12/28/2013,3315.31
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,29,7,3.08366,1.5,12/29/2013,3083.66
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,30,1,4.58113,3.1,12/30/2013,4581.13
S1_2000089155,S1_1000792136,SOT735999241025209801,2013,12,31,2,4.13906,2.3,12/31/2013,4139.06
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,1,3,3.3566,3.4,1/1/2014,3356.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,2,4,4.91833,3.6,1/2/2014,4918.33
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,3,5,4.42485,4.5,1/3/2014,4424.85
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,4,6,3.35454,2.3,1/4/2014,3354.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,5,7,2.89199,3.3,1/5/2014,2891.99
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,6,1,3.73328,5.8,1/6/2014,3733.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,7,2,5.50496,5.9,1/7/2014,5504.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,8,3,5.24692,5.1,1/8/2014,5246.92
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,9,4,5.26992,-1.2,1/9/2014,5269.92
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,10,5,4.83797,-4.4,1/10/2014,4837.97
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,11,6,4.01262,-8.4,1/11/2014,4012.62
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,12,7,4.1932,-9.1,1/12/2014,4193.2
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,13,1,6.26555,-7.5,1/13/2014,6265.55
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,14,2,6.51852,-7.8,1/14/2014,6518.52
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,15,3,5.99629,-7.8,1/15/2014,5996.29
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,16,4,5.93868,-10.3,1/16/2014,5938.68
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,17,5,5.51376,-6.5,1/17/2014,5513.76
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,18,6,4.05677,-4.8,1/18/2014,4056.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,19,7,3.90522,-3.6,1/19/2014,3905.22
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,20,1,6.14357,-4.1,1/20/2014,6143.57
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,21,2,6.09771,-6.8,1/21/2014,6097.71
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,22,3,5.79866,-9.2,1/22/2014,5798.66
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,23,4,5.8726,-6.1,1/23/2014,5872.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,24,5,5.5403,-4.7,1/24/2014,5540.3
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,25,6,4.64963,-4.7,1/25/2014,4649.63
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,26,7,4.28232,-2.3,1/26/2014,4282.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,27,1,6.14839,-1.2,1/27/2014,6148.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,28,2,6.04355,-3.7,1/28/2014,6043.55
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,29,3,6.10542,-3.4,1/29/2014,6105.42
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,30,4,6.09874,-4.4,1/30/2014,6098.74
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,1,31,5,5.82161,-0.6,1/31/2014,5821.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,1,6,5.10965,1.2,2/1/2014,5109.65
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,2,7,4.60153,1.6,2/2/2014,4601.53
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,3,1,6.38274,0.4,2/3/2014,6382.74
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,4,2,5.90286,0.2,2/4/2014,5902.86
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,5,3,5.90951,0.1,2/5/2014,5909.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,6,4,5.85827,1.8,2/6/2014,5858.27
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,7,5,5.16455,2.6,2/7/2014,5164.55
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,8,6,4.1799,2.5,2/8/2014,4179.9
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,9,7,4.09172,2.7,2/9/2014,4091.72
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,10,1,6.32229,1,2/10/2014,6322.29
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,11,2,6.37487,1,2/11/2014,6374.87
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,12,3,6.08012,0.8,2/12/2014,6080.12
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,13,4,6.54195,1.5,2/13/2014,6541.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,14,5,5.98578,1.8,2/14/2014,5985.78
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,15,6,5.42423,3.9,2/15/2014,5424.23
S1_2000089155,S1_1000792136,SOT735999241025209801,2014,2,16,7,5.36685,3.3,2/16/2014,5366.85
