MotherCompany,DaughterCompany,PodId,Year,Month,Day,Weekday,Consumption,Temperature,Date,Consumption Kwh
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,5,4,5.98214,-0.9,2/5/2015,5982.14
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,6,5,6.21923,-1.2,2/6/2015,6219.23
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,7,6,4.9914,-2,2/7/2015,4991.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,8,7,4.55921,3.7,2/8/2015,4559.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,9,1,5.69751,1.5,2/9/2015,5697.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,10,2,6.21561,1.4,2/10/2015,6215.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,11,3,6.35728,1.3,2/11/2015,6357.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,12,4,6.36067,-0.7,2/12/2015,6360.67
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,13,5,5.93744,1,2/13/2015,5937.44
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,14,6,4.89864,-1.7,2/14/2015,4898.64
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,15,7,4.23841,-1.6,2/15/2015,4238.41
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,16,1,5.91684,0.5,2/16/2015,5916.84
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,17,2,6.14945,3.9,2/17/2015,6149.45
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,18,3,5.93258,4.8,2/18/2015,5932.58
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,19,4,5.76616,3.9,2/19/2015,5766.16
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,20,5,5.27304,1.7,2/20/2015,5273.04
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,21,6,4.01611,0.9,2/21/2015,4016.11
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,22,7,3.59745,1.1,2/22/2015,3597.45
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,23,1,5.58199,2.1,2/23/2015,5581.99
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,24,2,5.68186,3.3,2/24/2015,5681.86
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,25,3,5.74106,1.1,2/25/2015,5741.06
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,26,4,5.69119,1.9,2/26/2015,5691.19
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,27,5,5.36618,1.4,2/27/2015,5366.18
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,2,28,6,3.81067,1.9,2/28/2015,3810.67
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,1,7,3.91807,3.1,3/1/2015,3918.07
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,2,1,5.2596,1.3,3/2/2015,5259.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,3,2,5.72809,0.1,3/3/2015,5728.09
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,4,3,5.52557,1.4,3/4/2015,5525.57
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,5,4,5.77072,2.8,3/5/2015,5770.72
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,6,5,5.55191,4.3,3/6/2015,5551.91
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,7,6,4.47396,9.5,3/7/2015,4473.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,8,7,3.58766,6.2,3/8/2015,3587.66
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,9,1,4.89234,6.4,3/9/2015,4892.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,10,2,5.52701,3.8,3/10/2015,5527.01
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,11,3,5.32207,0.4,3/11/2015,5322.07
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,12,4,5.57571,-0.3,3/12/2015,5575.71
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,13,5,5.49913,0.5,3/13/2015,5499.13
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,14,6,3.66196,2.5,3/14/2015,3661.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,15,7,3.46093,2.5,3/15/2015,3460.93
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,16,1,5.20572,2.9,3/16/2015,5205.72
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,17,2,5.55714,4.2,3/17/2015,5557.14
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,18,3,5.30423,5.3,3/18/2015,5304.23
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,19,4,5.39261,1.5,3/19/2015,5392.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,20,5,5.18457,-1.7,3/20/2015,5184.57
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,21,6,4.47897,-0.8,3/21/2015,4478.97
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,22,7,3.78553,3.7,3/22/2015,3785.53
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,23,1,5.42547,5.4,3/23/2015,5425.47
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,24,2,5.40927,-0.6,3/24/2015,5409.27
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,25,3,5.69531,2.1,3/25/2015,5695.31
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,26,4,5.60596,4.2,3/26/2015,5605.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,27,5,5.22449,3.6,3/27/2015,5224.49
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,28,6,4.54315,2.7,3/28/2015,4543.15
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,29,7,3.73817,3.6,3/29/2015,3738.17
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,30,1,4.93149,3.4,3/30/2015,4931.49
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,3,31,2,5.24151,1.1,3/31/2015,5241.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,1,3,5.28265,2.1,4/1/2015,5282.65
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,2,4,4.99496,3.1,4/2/2015,4994.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,3,5,4.52788,0.1,4/3/2015,4527.88
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,4,6,3.94643,1.3,4/4/2015,3946.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,5,7,3.76725,3.7,4/5/2015,3767.25
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,6,1,3.81069,8,4/6/2015,3810.69
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,7,2,4.97916,7.3,4/7/2015,4979.16
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,8,3,5.02377,9.1,4/8/2015,5023.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,9,4,4.9436,8.8,4/9/2015,4943.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,10,5,4.73771,7.5,4/10/2015,4737.71
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,11,6,3.3209,7.1,4/11/2015,3320.9
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,12,7,3.68632,5.9,4/12/2015,3686.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,13,1,4.70515,3.9,4/13/2015,4705.15
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,14,2,5.05402,6,4/14/2015,5054.02
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,15,3,5.03031,5.1,4/15/2015,5030.31
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,16,4,4.99114,2.9,4/16/2015,4991.14
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,17,5,4.90653,5.1,4/17/2015,4906.53
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,18,6,3.70259,9.7,4/18/2015,3702.59
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,19,7,3.29994,10.1,4/19/2015,3299.94
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,20,1,4.69374,8.9,4/20/2015,4693.74
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,21,2,4.94216,9.5,4/21/2015,4942.16
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,22,3,5.027,10.5,4/22/2015,5027
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,23,4,4.77652,7.4,4/23/2015,4776.52
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,24,5,4.45754,8.7,4/24/2015,4457.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,25,6,3.50503,10.4,4/25/2015,3505.03
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,26,7,2.61251,7.7,4/26/2015,2612.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,27,1,4.7152,7.5,4/27/2015,4715.2
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,28,2,4.92675,5.3,4/28/2015,4926.75
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,29,3,4.95046,7.7,4/29/2015,4950.46
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,4,30,4,4.42835,6.6,4/30/2015,4428.35
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,1,5,2.96719,6.2,5/1/2015,2967.19
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,2,6,3.23275,7.6,5/2/2015,3232.75
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,3,7,2.93276,6.9,5/3/2015,2932.76
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,4,1,4.64786,9.3,5/4/2015,4647.86
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,5,2,4.84366,12.1,5/5/2015,4843.66
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,6,3,4.70182,10.9,5/6/2015,4701.82
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,7,4,4.756,9.6,5/7/2015,4756
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,8,5,4.57382,9.8,5/8/2015,4573.82
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,9,6,3.3214,6.6,5/9/2015,3321.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,10,7,3.10796,10.6,5/10/2015,3107.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,11,1,4.6045,11.9,5/11/2015,4604.5
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,12,2,4.70211,8.3,5/12/2015,4702.11
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,13,3,4.9336,8.2,5/13/2015,4933.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,14,4,3.14898,5.9,5/14/2015,3148.98
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,15,5,3.93198,7.1,5/15/2015,3931.98
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,16,6,3.24237,4.2,5/16/2015,3242.37
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,17,7,3.35042,7.1,5/17/2015,3350.42
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,18,1,4.82971,6.9,5/18/2015,4829.71
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,19,2,4.9236,10.8,5/19/2015,4923.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,20,3,4.90216,11.8,5/20/2015,4902.16
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,21,4,4.79777,11.3,5/21/2015,4797.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,22,5,4.41969,11.5,5/22/2015,4419.69
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,23,6,2.88326,12.2,5/23/2015,2883.26
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,24,7,2.73123,11.7,5/24/2015,2731.23
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,25,1,4.50899,11.2,5/25/2015,4508.99
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,26,2,5.00338,10.6,5/26/2015,5003.38
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,27,3,4.96766,11.7,5/27/2015,4967.66
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,28,4,4.73975,11.2,5/28/2015,4739.75
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,29,5,4.18535,9.2,5/29/2015,4185.35
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,30,6,3.31446,10.2,5/30/2015,3314.46
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,5,31,7,2.8641,11,5/31/2015,2864.1
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,1,1,4.62049,10.4,6/1/2015,4620.49
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,2,2,4.61048,11.4,6/2/2015,4610.48
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,3,3,4.5272,13.3,6/3/2015,4527.2
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,4,4,4.43777,13.9,6/4/2015,4437.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,5,5,3.84434,13.6,6/5/2015,3844.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,6,6,2.53544,11.9,6/6/2015,2535.44
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,7,7,2.48317,10.1,6/7/2015,2483.17
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,8,1,4.20821,12.7,6/8/2015,4208.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,9,2,4.58196,15.1,6/9/2015,4581.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,10,3,4.45769,16.4,6/10/2015,4457.69
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,11,4,4.43183,18.9,6/11/2015,4431.83
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,12,5,3.86485,17.1,6/12/2015,3864.85
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,13,6,2.45579,11.6,6/13/2015,2455.79
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,14,7,2.39589,11.7,6/14/2015,2395.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,15,1,4.13453,12.1,6/15/2015,4134.53
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,16,2,4.45567,11.9,6/16/2015,4455.67
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,17,3,4.60061,10.9,6/17/2015,4600.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,18,4,4.27777,11.7,6/18/2015,4277.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,19,5,2.90139,12.8,6/19/2015,2901.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,20,6,2.7147,13.1,6/20/2015,2714.7
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,21,7,2.59607,13.8,6/21/2015,2596.07
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,22,1,4.09721,14.4,6/22/2015,4097.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,23,2,4.40062,13.6,6/23/2015,4400.62
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,24,3,4.35041,13.7,6/24/2015,4350.41
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,25,4,4.37219,13.5,6/25/2015,4372.19
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,26,5,4.03716,15.1,6/26/2015,4037.16
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,27,6,2.58342,17.8,6/27/2015,2583.42
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,28,7,2.66105,17.1,6/28/2015,2661.05
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,29,1,4.01154,16.6,6/29/2015,4011.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,6,30,2,4.18081,19.2,6/30/2015,4180.81
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,1,3,4.16564,23.5,7/1/2015,4165.64
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,2,4,3.99417,23.7,7/2/2015,3994.17
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,3,5,3.58763,22.2,7/3/2015,3587.63
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,4,6,2.48784,19.8,7/4/2015,2487.84
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,5,7,2.59656,16.4,7/5/2015,2596.56
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,6,1,3.74518,17,7/6/2015,3745.18
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,7,2,3.52179,15,7/7/2015,3521.79
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,8,3,3.47713,14.4,7/8/2015,3477.13
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,9,4,3.53122,13.4,7/9/2015,3531.22
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,10,5,3.4856,16.2,7/10/2015,3485.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,11,6,2.59025,15,7/11/2015,2590.25
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,12,7,2.83879,14.2,7/12/2015,2838.79
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,13,1,3.57967,15.5,7/13/2015,3579.67
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,14,2,3.49139,15.9,7/14/2015,3491.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,15,3,3.52508,15,7/15/2015,3525.08
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,16,4,3.47632,13.4,7/16/2015,3476.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,17,5,3.39088,15.2,7/17/2015,3390.88
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,18,6,2.75077,16.2,7/18/2015,2750.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,19,7,2.60469,15.2,7/19/2015,2604.69
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,20,1,3.55788,14,7/20/2015,3557.88
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,21,2,3.46465,16,7/21/2015,3464.65
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,22,3,3.40073,16.1,7/22/2015,3400.73
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,23,4,3.3728,15.9,7/23/2015,3372.8
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,24,5,3.13542,14.2,7/24/2015,3135.42
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,25,6,2.90362,16.2,7/25/2015,2903.62
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,26,7,2.66416,14.9,7/26/2015,2664.16
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,27,1,3.43997,14.4,7/27/2015,3439.97
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,28,2,3.4844,15.4,7/28/2015,3484.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,29,3,3.46009,14.5,7/29/2015,3460.09
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,30,4,3.52683,14.2,7/30/2015,3526.83
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,7,31,5,3.53354,14.9,7/31/2015,3533.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,1,6,2.62633,14.7,8/1/2015,2626.33
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,2,7,2.46799,15.3,8/2/2015,2467.99
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,3,1,3.92745,16.6,8/3/2015,3927.45
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,4,2,4.02955,16.7,8/4/2015,4029.55
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,5,3,4.08861,18.4,8/5/2015,4088.61
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,6,4,4.09818,19.9,8/6/2015,4098.18
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,7,5,3.62951,19,8/7/2015,3629.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,8,6,2.43287,17.7,8/8/2015,2432.87
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,9,7,2.23745,18.1,8/9/2015,2237.45
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,10,1,4.04537,17.1,8/10/2015,4045.37
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,11,2,4.13771,17.9,8/11/2015,4137.71
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,12,3,4.11134,15.1,8/12/2015,4111.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,13,4,4.13065,17.1,8/13/2015,4130.65
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,14,5,4.06424,16.3,8/14/2015,4064.24
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,15,6,2.63436,16.3,8/15/2015,2634.36
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,16,7,2.4632,14.9,8/16/2015,2463.2
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,17,1,3.99985,15.4,8/17/2015,3999.85
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,18,2,4.36186,15.3,8/18/2015,4361.86
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,19,3,4.38757,15.1,8/19/2015,4387.57
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,20,4,4.35777,15.4,8/20/2015,4357.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,21,5,3.98756,15.6,8/21/2015,3987.56
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,22,6,2.09319,16.1,8/22/2015,2093.19
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,23,7,1.86721,18.1,8/23/2015,1867.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,24,1,4.18167,21.1,8/24/2015,4181.67
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,25,2,4.472,17.3,8/25/2015,4472
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,26,3,4.32034,18.4,8/26/2015,4320.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,27,4,4.41106,16.4,8/27/2015,4411.06
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,28,5,3.75828,16.4,8/28/2015,3758.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,29,6,2.23903,15.2,8/29/2015,2239.03
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,30,7,2.26665,14.6,8/30/2015,2266.65
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,8,31,1,4.07579,14.5,8/31/2015,4075.79
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,1,2,4.43674,13.1,9/1/2015,4436.74
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,2,3,4.47351,14.1,9/2/2015,4473.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,3,4,4.38999,12.4,9/3/2015,4389.99
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,4,5,3.97526,13.6,9/4/2015,3975.26
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,5,6,2.17448,11.6,9/5/2015,2174.48
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,6,7,2.54628,11.2,9/6/2015,2546.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,7,1,4.10529,10.4,9/7/2015,4105.29
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,8,2,4.43933,9.7,9/8/2015,4439.33
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,9,3,4.56792,12,9/9/2015,4567.92
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,10,4,4.58868,11.9,9/10/2015,4588.68
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,11,5,4.07653,13.9,9/11/2015,4076.53
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,12,6,2.54953,13.9,9/12/2015,2549.53
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,13,7,2.48168,15,9/13/2015,2481.68
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,14,1,4.32891,13.9,9/14/2015,4328.91
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,15,2,4.66455,14.4,9/15/2015,4664.55
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,16,3,4.60668,15.7,9/16/2015,4606.68
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,17,4,4.65206,14.6,9/17/2015,4652.06
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,18,5,4.30098,12.9,9/18/2015,4300.98
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,19,6,2.93327,10.7,9/19/2015,2933.27
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,20,7,2.30695,10,9/20/2015,2306.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,21,1,4.36049,11.6,9/21/2015,4360.49
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,22,2,4.55132,12.6,9/22/2015,4551.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,23,3,4.67936,12.9,9/23/2015,4679.36
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,24,4,4.75821,12.4,9/24/2015,4758.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,25,5,4.48957,9.6,9/25/2015,4489.57
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,26,6,3.12225,9.6,9/26/2015,3122.25
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,27,7,2.8519,9.6,9/27/2015,2851.9
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,28,1,4.57101,9.2,9/28/2015,4571.01
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,29,2,4.85268,11.7,9/29/2015,4852.68
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,9,30,3,4.83456,12.3,9/30/2015,4834.56
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,1,4,4.75263,13.4,10/1/2015,4752.63
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,2,5,4.36768,9.2,10/2/2015,4367.68
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,3,6,3.33591,9.9,10/3/2015,3335.91
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,4,7,2.84329,7.1,10/4/2015,2843.29
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,5,1,4.57051,3.5,10/5/2015,4570.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,6,2,4.92833,3.2,10/6/2015,4928.33
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,7,3,4.99539,4,10/7/2015,4995.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,8,4,4.8477,1.4,10/8/2015,4847.7
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,9,5,4.74135,2.1,10/9/2015,4741.35
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,10,6,3.63369,3.5,10/10/2015,3633.69
S1_2000089155,S1_1000792136,SOT735999241025209801,2015,10,11,7,3.26165,3.8,10/11/2015,3261.65
